Row,Name,Species,Species.Eq.1,Species.Eq.2,Species.Eq.3,Species.Eq.4,Species.Eq.5,Species.Eq.6,Species.Eq.7,Weight_g,Weight_g.Ln,Weight_g.Ln.Model.4,Weight_g.Ln.Model.4.Exp,Weight_g.Ln.Model.4.Resid,Length_cm,Length_cm.Ln,Height_pct,Height_pct.Ln,Width_pct,Width_pct.Ln,,,
144,Perch,7,0,0,0,0,0,0,1,685,6.52941883826223,6.56282649630504,708.270792821455,-0.0334076580428135,39,3.66356164612965,27.9,3.32862668882732,17.6,2.86789890204411,,,
145,Perch,7,0,0,0,0,0,0,1,700,6.5510803350434,6.50322509273704,667.290239359162,0.0478552423063645,38.3,3.6454498961866,27.7,3.32143241319329,17.6,2.86789890204411,,,
146,Perch,7,0,0,0,0,0,0,1,700,6.5510803350434,6.53086129445156,685.988795465318,0.0202190405918428,39.4,3.67376581630389,27.5,3.31418600467253,15.9,2.76631910922619,,,
147,Perch,7,0,0,0,0,0,0,1,690,6.5366915975913,6.51854785102324,677.593703556877,0.0181437465680672,39.3,3.67122451887522,26.9,3.29212628660779,16.2,2.78501124223834,,,
148,Perch,7,0,0,0,0,0,0,1,900,6.80239476332431,6.73465157261841,841.05038804426,0.0677431907059001,41.4,3.72328088083127,26.9,3.29212628660779,18.1,2.89591193827178,,,
149,Perch,7,0,0,0,0,0,0,1,650,6.47697236288968,6.6179951558333,748.4430802166,-0.14102279294362,41.4,3.72328088083127,26.9,3.29212628660779,14.5,2.67414864942653,,,
150,Perch,7,0,0,0,0,0,0,1,820,6.7093043402583,6.79212770886491,890.806924644406,-0.0828233686066069,41.3,3.72086249996699,30.1,3.40452517175483,17.8,2.87919845729804,,,
151,Perch,7,0,0,0,0,0,0,1,850,6.74523634948436,6.79152548852138,890.27062409399,-0.0462891390370155,42.3,3.74478708605223,28.2,3.33932197794407,16.8,2.82137888640921,,,
152,Perch,7,0,0,0,0,0,0,1,900,6.80239476332431,6.79796451603753,896.02159660436,0.00443024728678143,42.5,3.74950407593037,27.6,3.3178157727231,17,2.83321334405622,,,
153,Perch,7,0,0,0,0,0,0,1,1015,6.92264389147589,6.84597034169453,940.085042291328,0.0766735497813595,42.4,3.74714836223791,29.2,3.37416870927424,17.6,2.86789890204411,,,
154,Perch,7,0,0,0,0,0,0,1,820,6.7093043402583,6.71866947325322,827.715480917389,-0.00936513299491804,42.5,3.74950407593037,26.2,3.26575941076705,15.6,2.74727091425549,,,
155,Perch,7,0,0,0,0,0,0,1,1100,7.00306545878646,6.91772602067092,1010.02061515436,0.085339438115537,44.6,3.79773385902602,28.7,3.35689712276558,15.4,2.73436750941958,,,
156,Perch,7,0,0,0,0,0,0,1,1000,6.90775527898214,6.9269124747299,1019.34187223167,-0.0191571957477628,45.2,3.81109708683819,26.4,3.27336401015227,16.1,2.77881927199042,,,
157,Perch,7,0,0,0,0,0,0,1,1100,7.00306545878646,6.98018520698423,1075.11746782167,0.0228802518022357,45.5,3.8177123259569,27.5,3.31418600467253,16.3,2.79116510781272,,,
158,Perch,7,0,0,0,0,0,0,1,1000,6.90775527898214,7.0542676636709,1157.78926958942,-0.14651238468876,46,3.8286413964891,27.4,3.31054301339402,17.7,2.87356463957978,,,
159,Perch,7,0,0,0,0,0,0,1,1000,6.90775527898214,7.03569930657092,1136.48938886535,-0.12794402758878,46.6,3.8416005411316,26.8,3.28840188751681,16.3,2.79116510781272,,,
