,customer_id,count_x,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,count_y,quarter,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,online_backup.1,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_label
382,1265XTECC,1,Female,68,No,Yes,Yes,No,0,1,Q3,Yes,5,68,No Offer,Yes,1.98,Yes,Yes,Fiber Optic,19.0,Yes,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Credit Card,96.55,6581.9,0.0,0,134.64,6716.54,Yes
383,4871JTKJF,1,Female,70,No,Yes,No,No,0,1,Q3,No,0,1,No Offer,Yes,31.13,No,Yes,Fiber Optic,5.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0.0,0,31.13,100.78,Yes
384,1415YFWLT,1,Female,68,No,Yes,No,No,0,1,Q3,No,0,1,Offer E,Yes,30.23,No,Yes,Fiber Optic,30.0,No,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.3,89.3,0.0,0,30.23,119.53,Yes
385,3500RMZLT,1,Female,76,No,Yes,No,No,0,1,Q3,No,0,15,No Offer,Yes,19.11,No,Yes,Fiber Optic,8.0,Yes,No,No,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card,96.3,1426.75,0.0,150,286.65,1863.4,Yes
386,2642DTVCO,1,Male,68,No,Yes,No,No,0,1,Q3,No,0,9,Offer E,Yes,12.18,Yes,Yes,Fiber Optic,6.0,No,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,85.05,746.5,0.0,30,109.62,886.12,Yes
387,1363TXLSL,1,Male,80,No,Yes,Yes,No,0,1,Q3,No,0,1,Offer E,Yes,39.1,No,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,70.3,0.0,0,39.1,109.4,Yes
388,7136RVDTZ,1,Male,79,No,Yes,No,No,0,1,Q3,No,0,70,No Offer,No,0.0,,Yes,DSL,20.0,No,No,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,45.25,3264.45,0.0,0,0.0,3264.45,Yes
389,6927WTFIV,1,Male,78,No,Yes,No,No,0,1,Q3,No,0,20,Offer D,Yes,5.71,No,Yes,Fiber Optic,22.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,71.3,1389.2,0.0,0,114.2,1503.4,Yes
390,3398ZOUAA,1,Male,76,No,Yes,Yes,No,0,1,Q3,Yes,1,21,Offer D,Yes,19.74,No,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.1,1474.75,0.0,0,414.54,1889.29,Yes
391,4844JJWUY,1,Female,65,No,Yes,No,No,0,1,Q3,No,0,1,Offer E,Yes,28.82,No,Yes,Fiber Optic,22.0,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.0,86.0,0.0,0,28.82,114.82,Yes
392,4785QRJHC,1,Male,80,No,Yes,Yes,No,0,1,Q3,Yes,1,46,No Offer,No,0.0,,Yes,DSL,15.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,59.9,2816.65,0.0,150,0.0,2966.65,Yes
393,1965AKTSX,1,Female,65,No,Yes,No,No,0,1,Q3,No,0,14,Offer D,Yes,16.36,Yes,Yes,Fiber Optic,6.0,No,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,1101.85,0.0,0,229.04,1330.89,Yes
394,7248VZQLC,1,Female,78,No,Yes,No,No,0,1,Q3,No,0,47,No Offer,Yes,16.83,Yes,Yes,Fiber Optic,12.0,No,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.2,3969.35,0.0,0,791.01,4760.36,Yes
395,0011IGKFF,1,Male,78,No,Yes,Yes,No,0,1,Q3,Yes,1,13,Offer D,Yes,27.82,No,Yes,Fiber Optic,4.0,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.0,1237.85,0.0,0,361.66,1599.51,Yes
396,6496SLWHQ,1,Male,68,No,Yes,No,No,0,1,Q3,No,0,3,Offer E,Yes,35.43,Yes,Yes,Fiber Optic,18.0,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.0,294.45,0.0,0,106.29,400.74,Yes
397,9912GVSEQ,1,Female,73,No,Yes,Yes,No,0,1,Q3,Yes,1,26,Offer C,Yes,9.28,Yes,Yes,Fiber Optic,26.0,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,2381.55,0.0,0,241.28,2622.83,Yes
398,5383MMTWC,1,Female,75,No,Yes,Yes,No,0,1,Q3,Yes,1,8,No Offer,Yes,46.05,Yes,Yes,Fiber Optic,22.0,No,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.0,613.4,0.0,0,368.4,981.8,Yes
399,6877LGWXO,1,Male,66,No,Yes,Yes,No,0,1,Q3,Yes,1,18,Offer D,Yes,4.98,No,Yes,Fiber Optic,18.0,No,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.55,1422.65,0.0,0,89.64,1512.29,Yes
400,5167GBFRE,1,Male,73,No,Yes,No,No,0,1,Q3,No,0,4,Offer E,No,0.0,,Yes,DSL,19.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.2,102.5,0.0,0,0.0,102.5,Yes
401,1324NLTJE,1,Female,73,No,Yes,No,No,0,1,Q3,No,0,15,Offer D,Yes,17.19,Yes,Yes,DSL,19.0,No,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,55.0,757.1,0.0,0,257.85,1014.95,Yes
402,5567WSELE,1,Male,70,No,Yes,Yes,No,0,1,Q3,Yes,1,3,Offer E,Yes,32.31,Yes,Yes,Fiber Optic,27.0,No,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,279.55,0.0,0,96.93,376.48,Yes
403,6646VRFOL,1,Male,74,No,Yes,Yes,No,0,1,Q3,Yes,1,53,No Offer,Yes,39.36,Yes,Yes,Fiber Optic,23.0,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.85,5485.5,0.0,0,2086.08,7571.58,Yes
404,9090SGQXL,1,Male,70,No,Yes,Yes,No,0,1,Q3,Yes,1,68,No Offer,Yes,47.17,Yes,Yes,Fiber Optic,29.0,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.3,7299.65,0.0,0,3207.56,10507.21,Yes
405,6595YGXIT,1,Male,71,No,Yes,No,No,0,1,Q3,No,0,25,Offer C,Yes,47.66,Yes,Yes,Fiber Optic,23.0,No,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.95,2291.2,0.0,0,1191.5,3482.7,Yes
406,9835ZIITK,1,Male,66,No,Yes,Yes,No,0,1,Q3,Yes,1,66,No Offer,Yes,48.87,Yes,Yes,Fiber Optic,13.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,110.85,7491.75,0.0,0,3225.42,10717.17,Yes
407,5649TJHOV,1,Male,68,No,Yes,Yes,No,0,1,Q3,Yes,1,27,Offer C,No,0.0,,Yes,DSL,25.0,No,No,No,No,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,36.5,1032.0,0.0,30,0.0,1062.0,Yes
408,9253QXKBE,1,Male,73,No,Yes,Yes,No,0,1,Q3,Yes,1,29,No Offer,Yes,6.25,Yes,Yes,Fiber Optic,21.0,No,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.45,2653.65,0.0,0,181.25,2834.9,Yes
409,8775LHDJH,1,Female,77,No,Yes,Yes,No,0,1,Q3,Yes,1,1,Offer E,Yes,13.02,Yes,Yes,Fiber Optic,30.0,No,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.6,90.6,0.0,0,13.02,103.62,Yes
410,3097NQYSN,1,Male,73,No,Yes,Yes,No,0,1,Q3,Yes,3,2,No Offer,Yes,4.19,Yes,Yes,Fiber Optic,11.0,No,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,86.85,156.35,0.0,40,8.38,204.73,Yes
411,3565UNOCC,1,Female,65,No,Yes,Yes,No,0,1,Q3,Yes,1,29,No Offer,Yes,22.33,Yes,Yes,Fiber Optic,6.0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,2952.85,0.0,0,647.57,3600.42,Yes
412,9190MFJLN,1,Male,65,No,Yes,No,No,0,1,Q3,No,0,19,Offer D,Yes,32.77,No,Yes,Fiber Optic,4.0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.9,1777.9,0.0,0,622.63,2400.53,Yes
413,1095JUDTC,1,Female,78,No,Yes,No,No,0,1,Q3,No,0,47,No Offer,Yes,14.22,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.05,4504.55,0.0,0,668.34,5172.89,Yes
414,5385SUIRI,1,Male,69,No,Yes,Yes,No,0,1,Q3,No,0,52,No Offer,Yes,37.6,Yes,Yes,Fiber Optic,23.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.2,5568.35,0.0,0,1955.2,7523.55,Yes
415,6328ZPBGN,1,Female,67,No,Yes,No,No,0,1,Q3,No,0,11,No Offer,Yes,3.62,Yes,Yes,Fiber Optic,22.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.15,997.65,0.0,0,39.82,1037.47,Yes
416,2856NNASM,1,Male,74,No,Yes,No,No,0,1,Q3,No,0,43,No Offer,Yes,39.12,No,Yes,Fiber Optic,6.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,89.55,3856.75,0.0,0,1682.16,5538.91,Yes
417,6769DYBQN,1,Male,77,No,Yes,No,No,0,1,Q3,No,0,46,No Offer,Yes,36.78,No,Yes,Fiber Optic,29.0,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.0,3969.4,0.0,0,1691.88,5661.28,Yes
418,2446BEGGB,1,Female,79,No,Yes,No,No,0,1,Q3,No,0,6,No Offer,Yes,47.35,Yes,Yes,Fiber Optic,29.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.25,560.6,0.0,0,284.1,844.7,Yes
419,1496GGSUK,1,Female,68,No,Yes,No,No,0,1,Q3,No,0,1,No Offer,No,0.0,,Yes,Cable,9.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,25.7,25.7,0.0,0,0.0,25.7,Yes
420,3296SILRA,1,Female,76,No,Yes,Yes,No,0,1,Q3,Yes,6,1,No Offer,Yes,41.16,No,Yes,Fiber Optic,6.0,No,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,76.4,76.4,0.0,0,41.16,117.56,Yes
421,5180UCIIQ,1,Male,80,No,Yes,Yes,Yes,2,1,Q3,Yes,5,22,No Offer,No,0.0,,Yes,Cable,18.0,Yes,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Mailed Check,40.05,880.2,0.0,0,0.0,880.2,Yes
422,1977STDKI,1,Female,72,No,Yes,No,No,0,1,Q3,No,0,1,No Offer,Yes,20.55,No,Yes,Fiber Optic,5.0,No,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.0,73.0,0.0,0,20.55,93.55,Yes
423,5813UECBU,1,Male,78,No,Yes,No,No,0,1,Q3,No,0,33,No Offer,Yes,38.53,Yes,Yes,Fiber Optic,2.0,No,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,83.85,2716.3,0.0,0,1271.49,3987.79,Yes
424,4342HENTK,1,Female,67,No,Yes,No,No,0,1,Q3,No,0,2,No Offer,Yes,12.52,No,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.65,142.35,0.0,0,25.04,167.39,Yes
425,1597LHYNC,1,Female,74,No,Yes,No,No,0,1,Q3,No,0,26,No Offer,Yes,47.63,Yes,Yes,Fiber Optic,26.0,Yes,Yes,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.0,2497.2,0.0,60,1238.38,3795.58,Yes
426,8651ENBZX,1,Female,68,No,Yes,No,No,0,1,Q3,No,0,60,No Offer,Yes,34.39,Yes,Yes,Fiber Optic,17.0,No,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,106.0,6441.4,0.0,110,2063.4,8614.8,Yes
427,9286DOJGF,1,Female,66,No,Yes,Yes,No,0,1,Q3,Yes,5,38,No Offer,Yes,15.78,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,2869.85,0.0,0,599.64,3469.49,Yes
428,9661MHUMO,1,Male,71,No,Yes,Yes,Yes,1,1,Q3,Yes,3,1,No Offer,Yes,8.38,No,Yes,DSL,19.0,No,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.25,49.25,0.0,0,8.38,57.63,Yes
429,8884ADFVN,1,Male,65,No,Yes,Yes,No,0,1,Q3,Yes,2,7,No Offer,Yes,34.66,Yes,Yes,Fiber Optic,3.0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.95,700.85,0.0,0,242.62,943.47,Yes
430,2720WGKHP,1,Male,65,No,Yes,No,No,0,1,Q3,No,0,2,Offer E,Yes,20.99,Yes,Yes,Fiber Optic,22.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,181.7,0.0,0,41.98,223.68,Yes
431,9776CLUJA,1,Female,69,No,Yes,Yes,No,0,1,Q3,Yes,1,51,No Offer,Yes,17.87,Yes,Yes,Fiber Optic,9.0,Yes,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.5,3807.35,0.0,0,911.37,4718.72,Yes
432,3551HUAZH,1,Male,68,No,Yes,No,No,0,1,Q3,No,0,1,Offer E,Yes,11.08,Yes,Yes,Fiber Optic,12.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,74.4,0.0,0,11.08,85.48,Yes
433,8634MPHTR,1,Male,68,No,Yes,Yes,No,0,1,Q3,Yes,1,47,No Offer,Yes,8.97,Yes,Yes,Fiber Optic,19.0,No,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.05,4871.05,0.0,0,421.59,5292.64,Yes
434,2474BRUCM,1,Male,76,No,Yes,Yes,No,0,1,Q3,Yes,1,40,No Offer,Yes,2.85,Yes,Yes,Fiber Optic,3.0,Yes,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,101.85,4086.3,0.0,0,114.0,4200.3,Yes
435,0616ATFGB,1,Male,74,No,Yes,Yes,No,0,1,Q3,Yes,1,1,Offer E,No,0.0,,Yes,Cable,18.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.05,25.05,0.0,0,0.0,25.05,Yes
436,7235NXZCP,1,Male,79,No,Yes,No,No,0,1,Q3,No,0,2,Offer E,Yes,45.41,Yes,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.85,156.4,0.0,0,90.82,247.22,Yes
437,6661HBGWL,1,Female,69,No,Yes,No,No,0,1,Q3,No,0,42,No Offer,Yes,16.22,Yes,Yes,Fiber Optic,12.0,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.75,4323.45,0.0,0,681.24,5004.69,Yes
438,9317WZPGV,1,Female,74,No,Yes,No,No,0,1,Q3,No,0,2,Offer E,Yes,39.63,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,79.75,159.4,0.0,10,79.26,248.66,Yes
439,3621CEOVK,1,Female,71,No,Yes,Yes,No,0,1,Q3,Yes,1,14,No Offer,Yes,47.01,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,1369.8,0.0,0,658.14,2027.94,Yes
440,7632MNYOY,1,Male,69,No,Yes,No,No,0,1,Q3,No,0,66,No Offer,Yes,9.9,Yes,Yes,Fiber Optic,25.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,No,Credit Card,110.9,7432.05,0.0,0,653.4,8085.45,Yes
441,9248OJYKK,1,Male,74,No,Yes,No,No,0,1,Q3,No,0,1,No Offer,Yes,3.84,Yes,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,76.45,76.45,0.0,10,3.84,90.29,Yes
442,3398FSHON,1,Female,79,No,Yes,No,No,0,1,Q3,No,0,12,No Offer,Yes,34.01,Yes,Yes,Fiber Optic,18.0,No,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.3,1094.5,0.0,0,408.12,1502.62,Yes
443,3319DWOEP,1,Male,69,No,Yes,Yes,No,0,1,Q3,No,0,6,Offer E,Yes,47.9,No,Yes,Fiber Optic,6.0,No,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.75,573.75,0.0,0,287.4,861.15,Yes
444,0818OCPZO,1,Male,80,No,Yes,No,No,0,1,Q3,No,0,27,No Offer,Yes,42.91,Yes,Yes,Fiber Optic,5.0,No,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.45,2122.05,0.0,0,1158.57,3280.62,Yes
445,1389CXMLU,1,Male,65,No,Yes,No,No,0,1,Q3,No,0,3,Offer E,Yes,26.32,Yes,Yes,Fiber Optic,8.0,No,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.05,289.1,0.0,0,78.96,368.06,Yes
446,5561NWEVX,1,Female,78,No,Yes,Yes,No,0,1,Q3,Yes,1,2,Offer E,Yes,17.73,Yes,Yes,Fiber Optic,18.0,No,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.2,172.85,0.0,0,35.46,208.31,Yes
447,2272QAGFO,1,Female,75,No,Yes,No,No,0,1,Q3,No,0,14,No Offer,Yes,35.07,Yes,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.3,1096.25,0.0,0,490.98,1587.23,Yes
448,3768NLUBH,1,Male,73,No,Yes,Yes,No,0,1,Q3,Yes,1,57,Offer B,Yes,42.1,Yes,Yes,Fiber Optic,3.0,No,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,100.6,5746.15,0.0,0,2399.7,8145.85,Yes
449,7359SSBJK,1,Female,80,No,Yes,No,No,0,1,Q3,No,0,64,Offer B,Yes,29.12,No,Yes,DSL,24.0,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.2,4481.0,0.0,0,1863.68,6344.68,Yes
450,0685MLYYM,1,Female,74,No,Yes,No,No,0,1,Q3,No,0,2,Offer E,Yes,9.86,No,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.75,154.85,0.0,0,19.72,174.57,Yes
451,7957RYHQD,1,Female,65,No,Yes,No,No,0,1,Q3,No,0,40,Offer B,Yes,44.86,No,Yes,Fiber Optic,4.0,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.2,3233.85,0.0,0,1794.4,5028.25,Yes
452,6230BSUXY,1,Female,71,No,Yes,No,No,0,1,Q3,No,0,1,No Offer,Yes,42.5,No,Yes,Fiber Optic,8.0,No,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,85.0,0.0,0,42.5,127.5,Yes
453,3990QYKBE,1,Male,74,No,Yes,Yes,No,0,1,Q3,Yes,3,37,No Offer,Yes,49.37,Yes,Yes,Fiber Optic,4.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.5,3473.4,0.0,0,1826.69,5300.09,Yes
454,9274CNFMO,1,Male,76,No,Yes,Yes,No,0,1,Q3,Yes,1,4,No Offer,Yes,28.11,Yes,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.95,308.7,0.0,0,112.44,421.14,Yes
455,3005NFMTA,1,Male,73,No,Yes,No,No,0,1,Q3,No,0,55,Offer B,Yes,8.93,Yes,Yes,Fiber Optic,21.0,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.8,5617.75,0.0,0,491.15,6108.9,Yes
456,5389FFVKB,1,Male,71,No,Yes,Yes,No,0,1,Q3,Yes,1,32,No Offer,Yes,2.08,No,Yes,Fiber Optic,25.0,No,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,80.3,2483.05,0.0,0,66.56,2549.61,Yes
457,8444WRIDW,1,Female,72,No,Yes,No,No,0,1,Q3,No,0,66,No Offer,Yes,45.59,Yes,Yes,Fiber Optic,24.0,No,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.45,5224.35,0.0,140,3008.94,8373.29,Yes
458,5868YWPDW,1,Male,76,No,Yes,Yes,No,0,1,Q3,Yes,1,6,No Offer,Yes,40.44,No,Yes,Fiber Optic,25.0,No,Yes,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,519.15,0.0,0,242.64,761.79,Yes
459,1273MTETI,1,Female,69,No,Yes,No,No,0,1,Q3,No,0,4,No Offer,Yes,12.86,Yes,Yes,Fiber Optic,4.0,No,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,372.45,0.0,0,51.44,423.89,Yes
460,5480HPRRX,1,Female,80,No,Yes,No,No,0,1,Q3,No,0,3,No Offer,No,0.0,,Yes,DSL,30.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.3,77.75,0.0,0,0.0,77.75,Yes
461,7234FECYN,1,Female,78,No,Yes,No,No,0,1,Q3,No,0,8,No Offer,Yes,43.98,Yes,Yes,Fiber Optic,27.0,No,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,101.35,780.5,0.0,0,351.84,1132.34,Yes
462,1400MMYXY,1,Male,71,No,Yes,Yes,No,0,1,Q3,Yes,1,3,No Offer,Yes,41.3,Yes,Yes,Fiber Optic,2.0,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.9,334.65,0.0,0,123.9,458.55,Yes
463,7142HVGBG,1,Male,73,No,Yes,Yes,No,0,1,Q3,Yes,1,43,Offer B,Yes,17.43,Yes,Yes,Fiber Optic,26.0,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.0,4414.3,0.0,0,749.49,5163.79,Yes
464,1564NTYXF,1,Female,79,No,Yes,No,No,0,1,Q3,No,0,13,No Offer,Yes,4.45,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.0,1127.2,0.0,0,57.85,1185.05,Yes
465,0886QGENL,1,Female,72,No,Yes,Yes,No,0,1,Q3,Yes,1,27,No Offer,Yes,45.82,No,Yes,Fiber Optic,13.0,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,2754.45,0.0,0,1237.14,3991.59,Yes
466,8739WWKDU,1,Male,69,No,Yes,No,No,0,1,Q3,No,0,25,No Offer,Yes,18.46,Yes,Yes,Fiber Optic,3.0,No,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,2196.15,0.0,0,461.5,2657.65,Yes
467,8685WHQPW,1,Female,79,No,Yes,No,No,0,1,Q3,No,0,22,No Offer,Yes,5.09,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,1692.6,0.0,0,111.98,1804.58,Yes
468,7240FQLHE,1,Female,68,No,Yes,Yes,No,0,1,Q3,Yes,1,18,No Offer,Yes,25.27,Yes,Yes,Fiber Optic,15.0,No,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,99.75,1836.25,0.0,0,454.86,2291.11,Yes
469,6664FPDAC,1,Female,77,No,Yes,No,No,0,1,Q3,No,0,56,Offer B,Yes,19.46,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,111.95,6418.9,0.0,0,1089.76,7508.66,Yes
470,0786VSSUD,1,Male,68,No,Yes,No,No,0,1,Q3,No,0,16,No Offer,No,0.0,,Yes,DSL,24.0,No,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,39.0,679.85,0.0,0,0.0,679.85,Yes
471,6583QGCSI,1,Female,79,No,Yes,Yes,No,0,1,Q3,Yes,1,50,Offer B,Yes,37.12,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.05,4367.35,0.0,100,1856.0,6323.35,Yes
472,1980KXVPM,1,Female,68,No,Yes,No,No,0,1,Q3,No,0,3,No Offer,Yes,23.82,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.05,256.25,0.0,0,71.46,327.71,Yes
473,0723DRCLG,1,Female,73,No,Yes,Yes,No,0,1,Q3,Yes,1,1,No Offer,Yes,31.27,Yes,Yes,Fiber Optic,11.0,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.45,74.45,0.0,10,31.27,115.72,Yes
474,6894LFHLY,1,Male,79,No,Yes,No,No,0,1,Q3,No,0,1,No Offer,Yes,8.35,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.75,75.75,0.0,0,8.35,84.1,Yes
