customer_id,count_x,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,count_y,quarter,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,online_backup.1,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue
2947DOMLJ,1,Male,47,No,No,No,Yes,2,1,Q3,No,0,1,No Offer,Yes,11.86,No,Yes,Cable,13.0,Yes,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.6,50.6,0.0,0,11.86,62.46
4112LUEIZ,1,Male,55,No,No,No,No,0,1,Q3,No,0,10,Offer D,Yes,12.78,No,Yes,Fiber Optic,2.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,863.1,0.0,0,127.8,990.9
4510HIMLV,1,Male,50,No,No,No,No,0,1,Q3,No,0,1,No Offer,Yes,22.86,No,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.8,69.8,0.0,10,22.86,102.66
2430USGXP,1,Male,44,No,No,Yes,No,0,1,Q3,Yes,1,24,No Offer,Yes,34.62,Yes,Yes,Fiber Optic,23.0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.05,2391.8,0.0,0,830.88,3222.68
5955ERIHD,1,Male,53,No,No,Yes,No,0,1,Q3,Yes,1,18,Offer D,Yes,31.49,Yes,Yes,Fiber Optic,20.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.7,1687.95,0.0,0,566.82,2254.77
5949EBSQK,1,Male,44,No,No,Yes,Yes,1,1,Q3,Yes,4,4,No Offer,Yes,27.24,No,Yes,DSL,21.0,No,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,61.45,229.55,0.0,0,108.96,338.51
7274RTAPZ,1,Male,20,Yes,No,No,No,0,1,Q3,No,0,1,Offer E,Yes,7.15,No,Yes,Fiber Optic,48.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.55,90.55,0.0,0,7.15,97.7
0311UNPFF,1,Female,58,No,No,No,No,0,1,Q3,No,0,26,No Offer,Yes,38.09,No,Yes,Fiber Optic,22.0,No,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.8,2274.35,0.0,50,990.34,3314.69
3834XUIFC,1,Male,23,Yes,No,No,No,0,1,Q3,No,0,7,Offer E,Yes,18.83,Yes,Yes,Fiber Optic,26.0,No,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.2,602.55,0.0,0,131.81,734.36
7599FKVXZ,1,Male,54,No,No,Yes,No,0,1,Q3,Yes,1,42,No Offer,Yes,2.41,Yes,Yes,Fiber Optic,21.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.15,4512.7,0.0,0,101.22,4613.92
8229TNIQA,1,Female,36,No,No,No,No,0,1,Q3,No,0,4,Offer E,Yes,39.9,No,Yes,Cable,20.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.3,196.95,0.0,0,159.6,356.55
6221AVQYL,1,Male,37,No,No,No,No,0,1,Q3,No,0,2,No Offer,Yes,2.96,Yes,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.25,131.05,0.0,0,5.92,136.97
7743EXURX,1,Male,47,No,No,Yes,Yes,1,1,Q3,Yes,1,8,Offer E,Yes,3.85,No,Yes,DSL,20.0,No,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.05,415.05,0.0,0,30.8,445.85
5569KGJHX,1,Female,63,No,No,Yes,No,0,1,Q3,Yes,1,9,Offer E,Yes,14.21,Yes,Yes,Fiber Optic,5.0,No,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.35,754.65,0.0,50,127.89,932.54
7730IUTDZ,1,Male,63,No,No,No,No,0,1,Q3,No,0,43,No Offer,Yes,34.0,No,Yes,Fiber Optic,11.0,Yes,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,3198.6,0.0,0,1462.0,4660.6
0426TIRNE,1,Female,54,No,No,No,No,0,1,Q3,No,0,1,Offer E,Yes,15.51,No,No,,,,,,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.9,20.9,0.0,0,15.51,36.41
7587RZNME,1,Male,23,Yes,No,No,No,0,1,Q3,No,0,3,Offer E,Yes,48.84,No,Yes,DSL,41.0,No,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,43.3,123.65,0.0,0,146.52,270.17
0748RDGGM,1,Male,38,No,No,Yes,No,0,1,Q3,Yes,1,70,No Offer,Yes,39.63,No,Yes,Fiber Optic,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.5,7534.65,0.0,0,2774.1,10308.75
3746EUBYR,1,Male,63,No,No,Yes,No,0,1,Q3,Yes,1,1,Offer E,Yes,44.73,Yes,Yes,Fiber Optic,3.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.6,74.6,0.0,0,44.73,119.33
2332EFBJY,1,Male,35,No,No,No,No,0,1,Q3,No,0,16,Offer D,Yes,5.74,No,No,,,,,,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.7,342.4,0.0,0,91.84,434.24
9474PHLYD,1,Female,25,Yes,No,No,No,0,1,Q3,No,0,15,Offer D,Yes,36.34,No,Yes,DSL,48.0,No,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,59.45,892.65,0.0,0,545.1,1437.75
2165VOEGB,1,Female,23,Yes,No,No,No,0,1,Q3,No,0,46,No Offer,Yes,43.04,No,Yes,Fiber Optic,71.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.2,4822.85,0.0,0,1979.84,6802.69
2219MVUSO,1,Male,59,No,No,No,No,0,1,Q3,No,0,8,No Offer,Yes,35.53,No,Yes,Cable,5.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.15,438.4,0.0,0,284.24,722.64
8914RBTSB,1,Male,62,No,No,Yes,No,0,1,Q3,Yes,1,31,No Offer,Yes,2.12,Yes,Yes,Fiber Optic,17.0,No,Yes,Yes,Yes,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,93.8,3019.5,0.0,50,65.72,3135.22
0963ZBDRN,1,Male,45,No,No,No,No,0,1,Q3,No,0,32,No Offer,Yes,25.21,No,Yes,Fiber Optic,26.0,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,3183.4,0.0,0,806.72,3990.12
7594RQHXR,1,Female,20,Yes,No,No,No,0,1,Q3,No,0,1,Offer E,Yes,21.72,No,Yes,Fiber Optic,52.0,No,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.6,79.6,0.0,0,21.72,101.32
6331EWIEB,1,Male,49,No,No,No,No,0,1,Q3,No,0,20,Offer D,Yes,1.36,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.25,1734.5,0.0,0,27.2,1761.7
5998VVEJY,1,Male,34,No,No,No,No,0,1,Q3,No,0,26,No Offer,Yes,24.16,Yes,Yes,Fiber Optic,22.0,No,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,2088.8,0.0,0,628.16,2716.96
4317VTEOA,1,Male,61,No,No,No,No,0,1,Q3,No,0,1,Offer E,Yes,43.03,No,Yes,DSL,3.0,No,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.75,50.75,0.0,0,43.03,93.78
1670SVOWZ,1,Female,57,No,No,Yes,No,0,1,Q3,Yes,1,14,Offer D,Yes,7.62,No,Yes,Fiber Optic,3.0,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,89.65,1208.35,0.0,120,106.68,1435.03
7541YLXCL,1,Male,25,Yes,No,No,No,0,1,Q3,No,0,36,No Offer,Yes,26.51,No,Yes,Cable,85.0,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,65.4,2498.4,0.0,0,954.36,3452.76
0260ZDLGK,1,Female,50,No,No,No,Yes,2,1,Q3,No,0,9,No Offer,Yes,35.49,No,Yes,Cable,11.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,72.9,651.4,0.0,0,319.41,970.81
8722NGNBH,1,Male,25,Yes,No,No,No,0,1,Q3,No,0,5,No Offer,No,0.0,,Yes,Cable,59.0,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,40.0,223.45,0.0,0,0.0,223.45
0133BMFZO,1,Female,40,No,No,No,No,0,1,Q3,No,0,2,No Offer,Yes,36.81,No,Yes,Fiber Optic,16.0,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.25,181.65,0.0,0,73.62,255.27
6128CZOMY,1,Female,43,No,No,No,No,0,1,Q3,No,0,1,No Offer,Yes,36.99,No,Yes,Cable,22.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.65,45.65,0.0,0,36.99,82.64
9540JYROE,1,Male,30,No,No,No,No,0,1,Q3,No,0,8,No Offer,Yes,13.04,No,Yes,Fiber Optic,85.0,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,70.1,551.35,0.0,10,104.32,665.67
3656TKRVZ,1,Female,19,Yes,No,No,No,0,1,Q3,No,0,3,No Offer,Yes,1.24,No,Yes,DSL,52.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,55.35,165.2,0.0,0,3.72,168.92
1501SGHBW,1,Male,34,No,No,No,No,0,1,Q3,No,0,2,No Offer,Yes,19.52,No,Yes,Cable,16.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.85,81.0,0.0,0,39.04,120.04
3208YPIOE,1,Male,64,No,No,No,No,0,1,Q3,No,0,39,Offer C,Yes,36.17,Yes,Yes,Fiber Optic,5.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.25,3017.65,0.0,0,1410.63,4428.28
2612RANWT,1,Female,24,Yes,No,No,No,0,1,Q3,No,0,12,Offer D,Yes,30.54,Yes,Yes,Fiber Optic,47.0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.15,1164.3,0.0,0,366.48,1530.78
2933FILNV,1,Female,53,No,No,Yes,Yes,3,1,Q3,No,0,2,No Offer,No,0.0,,Yes,DSL,52.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.4,36.55,0.0,0,0.0,36.55
9986BONCE,1,Female,36,No,No,No,No,0,1,Q3,No,0,4,No Offer,Yes,2.01,No,No,,,,,,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.95,85.5,0.0,0,8.04,93.54
4083EUGRJ,1,Male,37,No,No,No,No,0,1,Q3,No,0,9,No Offer,Yes,8.91,No,No,,,,,,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,178.5,0.0,0,80.19,258.69
6410LEFEN,1,Female,38,No,No,No,No,0,1,Q3,No,0,9,No Offer,Yes,15.62,No,Yes,DSL,2.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.15,416.45,0.0,0,140.58,557.03
3194ORPIK,1,Female,59,No,No,Yes,No,0,1,Q3,Yes,1,50,No Offer,Yes,35.33,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.4,4116.15,0.0,0,1766.5,5882.65
8816VXNZD,1,Female,36,No,No,No,No,0,1,Q3,No,0,1,No Offer,Yes,5.94,Yes,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1,75.1,0.0,0,5.94,81.04
9378FXTIZ,1,Female,50,No,No,Yes,No,0,1,Q3,Yes,1,54,No Offer,Yes,42.1,Yes,Yes,DSL,12.0,No,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,70.15,3715.65,0.0,0,2273.4,5989.05
1723HKXJQ,1,Male,64,No,No,No,No,0,1,Q3,No,0,42,No Offer,Yes,18.79,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.75,4273.45,0.0,0,789.18,5062.63
7825GKXMW,1,Female,41,No,No,No,No,0,1,Q3,No,0,1,Offer E,Yes,22.11,No,Yes,DSL,18.0,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.8,45.8,0.0,10,22.11,77.91
1240KNSEZ,1,Male,63,No,No,No,No,0,1,Q3,No,0,1,Offer E,Yes,40.83,No,No,,,,,,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.1,20.1,0.0,0,40.83,60.93
0836SEYLU,1,Male,64,No,No,Yes,No,0,1,Q3,Yes,2,9,Offer E,No,0.0,,Yes,DSL,26.0,No,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,40.65,328.95,0.0,0,0.0,328.95
3716BDVDB,1,Male,62,No,No,No,No,0,1,Q3,No,0,1,Offer E,Yes,38.66,No,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.1,69.1,0.0,0,38.66,107.76
5899MQZZL,1,Female,25,Yes,No,No,No,0,1,Q3,No,0,13,Offer D,Yes,6.03,Yes,Yes,Fiber Optic,48.0,No,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,75.0,999.45,0.0,0,78.39,1077.84
6849OYAMU,1,Male,56,No,No,Yes,No,0,1,Q3,Yes,1,19,No Offer,Yes,43.95,No,Yes,Fiber Optic,20.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.0,1888.65,0.0,0,835.05,2723.7
6038GCYEC,1,Female,25,Yes,No,No,No,0,1,Q3,No,0,24,Offer C,No,0.0,,Yes,DSL,52.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,54.15,1240.25,0.0,0,0.0,1240.25
1150WFARN,1,Female,59,No,No,Yes,No,0,1,Q3,Yes,1,67,No Offer,Yes,32.15,Yes,Yes,Fiber Optic,28.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.75,7156.2,0.0,0,2154.05,9310.25
3144AUDBS,1,Female,59,No,No,Yes,No,0,1,Q3,Yes,1,6,Offer E,Yes,6.94,No,Yes,DSL,28.0,No,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.15,270.8,0.0,0,41.64,312.44
5616PRTNT,1,Male,30,No,No,No,Yes,3,1,Q3,No,0,20,No Offer,Yes,22.78,No,No,,,,,,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.4,374.5,0.0,0,455.6,830.1
6688UZPWD,1,Female,36,No,No,Yes,No,0,1,Q3,Yes,1,11,No Offer,Yes,7.89,Yes,Yes,Fiber Optic,10.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.0,1145.35,0.0,0,86.79,1232.14
2839RFSQE,1,Female,60,No,No,No,No,0,1,Q3,No,0,2,Offer E,Yes,24.71,No,No,,,,,,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.65,38.7,0.0,0,49.42,88.12
0968GSIKN,1,Female,23,Yes,No,No,No,0,1,Q3,No,0,1,Offer E,Yes,30.6,No,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,70.8,70.8,0.0,0,30.6,101.4
1965DDBWU,1,Male,37,No,No,No,No,0,1,Q3,No,0,16,No Offer,Yes,11.96,Yes,Yes,Fiber Optic,18.0,No,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.05,1448.6,0.0,0,191.36,1639.96
9057SIHCH,1,Female,48,No,No,No,No,0,1,Q3,No,0,3,Offer E,Yes,9.95,Yes,Yes,Fiber Optic,13.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.6,291.9,0.0,0,29.85,321.75
6771XWBDM,1,Female,47,No,No,Yes,No,0,1,Q3,Yes,1,57,No Offer,Yes,40.13,Yes,Yes,Fiber Optic,25.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,104.5,5921.35,0.0,0,2287.41,8208.76
8601QACRS,1,Female,54,No,No,No,No,0,1,Q3,No,0,5,Offer E,Yes,37.1,Yes,Yes,Cable,2.0,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,50.6,249.95,0.0,20,185.5,455.45
2391SOORI,1,Male,40,No,No,No,Yes,1,1,Q3,No,0,4,Offer E,Yes,26.04,No,Yes,DSL,27.0,Yes,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.35,219.65,0.0,0,104.16,323.81
2645QTLMB,1,Male,22,Yes,No,No,No,0,1,Q3,No,0,7,Offer E,Yes,12.05,No,Yes,Fiber Optic,69.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,669.0,0.0,0,84.35,753.35
4806HIPDW,1,Female,64,No,No,Yes,No,0,1,Q3,Yes,1,1,Offer E,Yes,21.65,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.95,68.95,0.0,0,21.65,90.6
8443ZRDBZ,1,Male,62,No,No,No,No,0,1,Q3,No,0,4,No Offer,Yes,42.44,Yes,Yes,Fiber Optic,29.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,318.9,0.0,0,169.76,488.66
9136ALYBR,1,Male,44,No,No,No,No,0,1,Q3,No,0,1,No Offer,No,0.0,,Yes,Cable,2.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,24.45,24.45,0.0,0,0.0,24.45
7479NITWS,1,Male,35,No,No,No,No,0,1,Q3,No,0,7,No Offer,Yes,36.84,Yes,Yes,Fiber Optic,17.0,No,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,89.35,631.85,0.0,60,257.88,949.73
2959MJHIC,1,Male,60,No,No,Yes,No,0,1,Q3,Yes,3,4,No Offer,Yes,32.43,No,Yes,Fiber Optic,13.0,No,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,307.4,0.0,0,129.72,437.12
5960WPXQM,1,Male,24,Yes,No,No,No,0,1,Q3,No,0,1,No Offer,Yes,31.34,No,Yes,Fiber Optic,52.0,No,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.05,79.05,0.0,0,31.34,110.39
0684AOSIH,1,Male,42,No,No,Yes,No,0,1,Q3,Yes,1,1,No Offer,Yes,12.04,No,Yes,Cable,5.0,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.0,95.0,0.0,0,12.04,107.04
8260NGFNY,1,Female,29,Yes,No,No,No,0,1,Q3,No,0,1,No Offer,No,0.0,,Yes,DSL,73.0,No,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Mailed Check,25.2,25.2,0.0,0,0.0,25.2
1725IQNIY,1,Male,34,No,No,Yes,No,0,1,Q3,Yes,1,54,No Offer,Yes,42.09,No,Yes,Fiber Optic,9.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.75,6110.2,0.0,0,2272.86,8383.06
6598RFFVI,1,Male,56,No,No,No,No,0,1,Q3,No,0,2,No Offer,Yes,15.79,No,No,,,,,,No,No,No,No,No,No,One Year,No,Credit Card,19.3,28.3,0.0,0,31.58,59.88
8614VGMMV,1,Female,33,No,No,No,No,0,1,Q3,No,0,15,No Offer,Yes,9.71,Yes,Yes,DSL,26.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.1,679.55,0.0,0,145.65,825.2
2930UOTMB,1,Female,29,Yes,No,No,No,0,1,Q3,No,0,31,Offer C,Yes,31.14,Yes,Yes,Cable,52.0,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,65.25,1994.3,0.0,120,965.34,3079.64
2533QVMSK,1,Male,46,No,No,Yes,No,0,1,Q3,Yes,9,61,Offer B,Yes,26.94,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,94.1,5638.3,0.0,0,1643.34,7281.64
8625AZYZY,1,Male,51,No,No,Yes,No,0,1,Q3,Yes,2,24,Offer C,Yes,3.0,Yes,Yes,Fiber Optic,15.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.65,2542.45,0.0,0,72.0,2614.45
9306CPCBC,1,Female,44,No,No,No,No,0,1,Q3,No,0,3,No Offer,Yes,35.54,Yes,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.25,210.3,0.0,0,106.62,316.92
2656TABEH,1,Male,57,No,No,Yes,No,0,1,Q3,Yes,1,4,No Offer,Yes,28.22,Yes,Yes,Fiber Optic,10.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,420.2,0.0,0,112.88,533.08
2325ZUSFD,1,Female,46,No,No,Yes,No,0,1,Q3,Yes,1,57,Offer B,Yes,36.65,No,Yes,DSL,7.0,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,70.1,3913.3,0.0,0,2089.05,6002.35
3932CMDTD,1,Female,29,Yes,No,No,No,0,1,Q3,No,0,4,No Offer,Yes,43.45,No,Yes,Fiber Optic,52.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.65,443.9,0.0,0,173.8,617.7
3594UVONA,1,Female,27,Yes,No,No,No,0,1,Q3,No,0,35,Offer C,Yes,8.8,Yes,Yes,Cable,46.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,85.95,3110.1,0.0,0,308.0,3418.1
0004TLHLJ,1,Male,50,No,No,No,No,0,1,Q3,No,0,4,Offer E,Yes,33.65,No,Yes,Fiber Optic,30.0,No,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.9,280.85,0.0,0,134.6,415.45
5089IFSDP,1,Female,39,No,No,Yes,No,0,1,Q3,Yes,1,58,Offer B,Yes,27.99,Yes,Yes,Fiber Optic,24.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.45,6144.55,0.0,0,1623.42,7767.97
4817VYYWS,1,Female,21,Yes,No,No,No,0,1,Q3,No,0,30,Offer C,Yes,11.73,Yes,Yes,Fiber Optic,82.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,2983.8,0.0,0,351.9,3335.7
1396QWFBJ,1,Female,32,No,No,Yes,No,0,1,Q3,Yes,1,21,No Offer,Yes,5.07,No,Yes,Fiber Optic,26.0,No,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.05,1565.7,0.0,0,106.47,1672.17
5299SJCZT,1,Male,57,No,No,No,No,0,1,Q3,No,0,3,Offer E,Yes,21.86,Yes,Yes,Fiber Optic,6.0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.55,298.35,0.0,0,65.58,363.93
2898LSJGD,1,Female,30,No,No,Yes,No,0,1,Q3,Yes,1,21,No Offer,No,0.0,,Yes,Cable,69.0,Yes,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,55.95,1157.05,0.0,10,0.0,1167.05
7359PTSXY,1,Male,36,No,No,No,No,0,1,Q3,No,0,1,No Offer,Yes,24.24,No,Yes,DSL,28.0,No,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.75,45.75,0.0,0,24.24,69.99
4503BDXBD,1,Male,41,No,No,No,No,0,1,Q3,No,0,11,No Offer,Yes,25.24,No,Yes,Fiber Optic,29.0,No,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.95,815.5,0.0,0,277.64,1093.14
6086ESGRL,1,Female,53,No,No,No,No,0,1,Q3,No,0,1,Offer E,Yes,4.67,No,Yes,Fiber Optic,11.0,No,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,80.15,80.15,0.0,0,4.67,84.82
3886CERTZ,1,Female,57,No,No,Yes,No,0,1,Q3,Yes,1,72,No Offer,Yes,31.13,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.25,8109.8,0.0,0,2241.36,10351.16
5759RCVCB,1,Female,20,Yes,No,No,No,0,1,Q3,No,0,3,Offer E,No,0.0,,Yes,DSL,30.0,No,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,35.2,108.95,0.0,0,0.0,108.95
6372RFVNS,1,Female,55,No,No,Yes,No,0,1,Q3,Yes,1,1,Offer E,Yes,28.04,No,Yes,Fiber Optic,30.0,No,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.8,78.8,0.0,0,28.04,106.84
8938UMKPI,1,Female,42,No,No,No,No,0,1,Q3,No,0,47,Offer B,Yes,35.97,Yes,Yes,Fiber Optic,25.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.4,5127.95,0.0,0,1690.59,6818.54
0991BRRFB,1,Male,31,No,No,No,No,0,1,Q3,No,0,18,No Offer,Yes,20.86,No,Yes,DSL,3.0,Yes,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.4,874.8,0.0,0,375.48,1250.28
6319IEJWJ,1,Male,63,No,No,Yes,No,0,1,Q3,Yes,1,20,No Offer,Yes,49.69,No,Yes,Fiber Optic,10.0,No,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.2,1776.55,0.0,0,993.8,2770.35
