,Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Dept,Weekly_Sales
9459,1,17/08/2012,84.85,3.571,222.03841090000003,6.9079999999999995,False,8,36294.18
9524,1,24/08/2012,77.66,3.62,222.17194569999998,6.9079999999999995,False,1,16286.4
9525,1,24/08/2012,77.66,3.62,222.17194569999998,6.9079999999999995,False,2,44972.52
9526,1,24/08/2012,77.66,3.62,222.17194569999998,6.9079999999999995,False,3,43712.78
9527,1,24/08/2012,77.66,3.62,222.17194569999998,6.9079999999999995,False,4,36674.67
9528,1,24/08/2012,77.66,3.62,222.17194569999998,6.9079999999999995,False,5,22446.23
9529,1,24/08/2012,77.66,3.62,222.17194569999998,6.9079999999999995,False,6,2626.5
9530,1,24/08/2012,77.66,3.62,222.17194569999998,6.9079999999999995,False,7,15159.94
9531,1,24/08/2012,77.66,3.62,222.17194569999998,6.9079999999999995,False,8,33855.28
9595,1,31/08/2012,80.49,3.638,222.30548050000002,6.9079999999999995,False,1,16680.24
9596,1,31/08/2012,80.49,3.638,222.30548050000002,6.9079999999999995,False,2,50995.5
9597,1,31/08/2012,80.49,3.638,222.30548050000002,6.9079999999999995,False,3,50701.3
9598,1,31/08/2012,80.49,3.638,222.30548050000002,6.9079999999999995,False,4,37802.97
9599,1,31/08/2012,80.49,3.638,222.30548050000002,6.9079999999999995,False,5,18615.76
9600,1,31/08/2012,80.49,3.638,222.30548050000002,6.9079999999999995,False,6,2987.07
9601,1,31/08/2012,80.49,3.638,222.30548050000002,6.9079999999999995,False,7,15802.09
9602,1,31/08/2012,80.49,3.638,222.30548050000002,6.9079999999999995,False,8,37666.92
9667,1,07/09/2012,83.96,3.73,222.4390153,6.9079999999999995,True,1,18322.37
9668,1,07/09/2012,83.96,3.73,222.4390153,6.9079999999999995,True,2,47344.5
9669,1,07/09/2012,83.96,3.73,222.4390153,6.9079999999999995,True,3,18368.51
9670,1,07/09/2012,83.96,3.73,222.4390153,6.9079999999999995,True,4,39549.27
9671,1,07/09/2012,83.96,3.73,222.4390153,6.9079999999999995,True,5,18236.15
9672,1,07/09/2012,83.96,3.73,222.4390153,6.9079999999999995,True,6,2576.64
9673,1,07/09/2012,83.96,3.73,222.4390153,6.9079999999999995,True,7,16941.42
9674,1,07/09/2012,83.96,3.73,222.4390153,6.9079999999999995,True,8,38666.21
9740,1,14/09/2012,74.97,3.717,222.58201929999998,6.9079999999999995,False,1,19616.22
9741,1,14/09/2012,74.97,3.717,222.58201929999998,6.9079999999999995,False,2,44493.61
9742,1,14/09/2012,74.97,3.717,222.58201929999998,6.9079999999999995,False,3,14288.22
9743,1,14/09/2012,74.97,3.717,222.58201929999998,6.9079999999999995,False,4,35044.06
9744,1,14/09/2012,74.97,3.717,222.58201929999998,6.9079999999999995,False,5,19369.52
9745,1,14/09/2012,74.97,3.717,222.58201929999998,6.9079999999999995,False,6,3073.31
9746,1,14/09/2012,74.97,3.717,222.58201929999998,6.9079999999999995,False,7,15525.82
9747,1,14/09/2012,74.97,3.717,222.58201929999998,6.9079999999999995,False,8,37346.83
9812,1,21/09/2012,69.87,3.721,222.7818386,6.9079999999999995,False,1,19251.5
9813,1,21/09/2012,69.87,3.721,222.7818386,6.9079999999999995,False,2,43541.07
9814,1,21/09/2012,69.87,3.721,222.7818386,6.9079999999999995,False,3,13403.63
9815,1,21/09/2012,69.87,3.721,222.7818386,6.9079999999999995,False,4,34507.34
9816,1,21/09/2012,69.87,3.721,222.7818386,6.9079999999999995,False,5,25798.78
9817,1,21/09/2012,69.87,3.721,222.7818386,6.9079999999999995,False,6,4159.51
9818,1,21/09/2012,69.87,3.721,222.7818386,6.9079999999999995,False,7,22542.44
9819,1,21/09/2012,69.87,3.721,222.7818386,6.9079999999999995,False,8,36404.63
9883,1,28/09/2012,76.08,3.6660000000000004,222.9816579,6.9079999999999995,False,1,18947.81
9884,1,28/09/2012,76.08,3.6660000000000004,222.9816579,6.9079999999999995,False,2,45784.76
9885,1,28/09/2012,76.08,3.6660000000000004,222.9816579,6.9079999999999995,False,3,13085.95
9886,1,28/09/2012,76.08,3.6660000000000004,222.9816579,6.9079999999999995,False,4,34647.33
9887,1,28/09/2012,76.08,3.6660000000000004,222.9816579,6.9079999999999995,False,5,22560.39
9888,1,28/09/2012,76.08,3.6660000000000004,222.9816579,6.9079999999999995,False,6,3168.68
9889,1,28/09/2012,76.08,3.6660000000000004,222.9816579,6.9079999999999995,False,7,22343.24
9890,1,28/09/2012,76.08,3.6660000000000004,222.9816579,6.9079999999999995,False,8,37254.84
9956,1,05/10/2012,68.55,3.617,223.1814772,6.5729999999999995,False,1,21904.47
9957,1,05/10/2012,68.55,3.617,223.1814772,6.5729999999999995,False,2,48577.08
9958,1,05/10/2012,68.55,3.617,223.1814772,6.5729999999999995,False,3,11676.98
9959,1,05/10/2012,68.55,3.617,223.1814772,6.5729999999999995,False,4,39311.93
9960,1,05/10/2012,68.55,3.617,223.1814772,6.5729999999999995,False,5,25508.81
9961,1,05/10/2012,68.55,3.617,223.1814772,6.5729999999999995,False,6,3843.29
9962,1,05/10/2012,68.55,3.617,223.1814772,6.5729999999999995,False,7,22071.39
9963,1,05/10/2012,68.55,3.617,223.1814772,6.5729999999999995,False,8,42663.75
10028,1,12/10/2012,62.99,3.6010000000000004,223.3812965,6.5729999999999995,False,1,22764.01
10029,1,12/10/2012,62.99,3.6010000000000004,223.3812965,6.5729999999999995,False,2,42112.67
10030,1,12/10/2012,62.99,3.6010000000000004,223.3812965,6.5729999999999995,False,3,10487.17
10031,1,12/10/2012,62.99,3.6010000000000004,223.3812965,6.5729999999999995,False,4,35446.18
10032,1,12/10/2012,62.99,3.6010000000000004,223.3812965,6.5729999999999995,False,5,20920.03
10033,1,12/10/2012,62.99,3.6010000000000004,223.3812965,6.5729999999999995,False,6,3788.59
10034,1,12/10/2012,62.99,3.6010000000000004,223.3812965,6.5729999999999995,False,7,20212.71
10035,1,12/10/2012,62.99,3.6010000000000004,223.3812965,6.5729999999999995,False,8,37248.47
10101,1,19/10/2012,67.97,3.594,223.4257233,6.5729999999999995,False,1,24185.27
10102,1,19/10/2012,67.97,3.594,223.4257233,6.5729999999999995,False,2,42354.72
10103,1,19/10/2012,67.97,3.594,223.4257233,6.5729999999999995,False,3,8548.87
10104,1,19/10/2012,67.97,3.594,223.4257233,6.5729999999999995,False,4,35549.19
10105,1,19/10/2012,67.97,3.594,223.4257233,6.5729999999999995,False,5,20413.83
10106,1,19/10/2012,67.97,3.594,223.4257233,6.5729999999999995,False,6,3496.69
10107,1,19/10/2012,67.97,3.594,223.4257233,6.5729999999999995,False,7,21937.45
10108,1,19/10/2012,67.97,3.594,223.4257233,6.5729999999999995,False,8,38668.75
10172,1,26/10/2012,69.16,3.5060000000000002,223.44425130000002,6.5729999999999995,False,1,27390.81
10173,1,26/10/2012,69.16,3.5060000000000002,223.44425130000002,6.5729999999999995,False,2,43134.88
10174,1,26/10/2012,69.16,3.5060000000000002,223.44425130000002,6.5729999999999995,False,3,9350.9
10175,1,26/10/2012,69.16,3.5060000000000002,223.44425130000002,6.5729999999999995,False,4,36292.6
10176,1,26/10/2012,69.16,3.5060000000000002,223.44425130000002,6.5729999999999995,False,5,25846.94
10177,1,26/10/2012,69.16,3.5060000000000002,223.44425130000002,6.5729999999999995,False,6,4032.5
10178,1,26/10/2012,69.16,3.5060000000000002,223.44425130000002,6.5729999999999995,False,7,21449.85
10179,1,26/10/2012,69.16,3.5060000000000002,223.44425130000002,6.5729999999999995,False,8,39255.35
10244,2,05/02/2010,40.19,2.572,210.75260530000003,8.324,False,1,35034.06
10245,2,05/02/2010,40.19,2.572,210.75260530000003,8.324,False,2,74661.16
10246,2,05/02/2010,40.19,2.572,210.75260530000003,8.324,False,3,16873.2
10247,2,05/02/2010,40.19,2.572,210.75260530000003,8.324,False,4,47681.96
10248,2,05/02/2010,40.19,2.572,210.75260530000003,8.324,False,5,34025.45
10249,2,05/02/2010,40.19,2.572,210.75260530000003,8.324,False,6,7472.24
10250,2,05/02/2010,40.19,2.572,210.75260530000003,8.324,False,7,28512.95
10251,2,05/02/2010,40.19,2.572,210.75260530000003,8.324,False,8,69634.8
10317,2,12/02/2010,38.49,2.548,210.8979935,8.324,True,1,60483.7
10318,2,12/02/2010,38.49,2.548,210.8979935,8.324,True,2,65487.46
10319,2,12/02/2010,38.49,2.548,210.8979935,8.324,True,3,13821.01
10320,2,12/02/2010,38.49,2.548,210.8979935,8.324,True,4,44197.95
10321,2,12/02/2010,38.49,2.548,210.8979935,8.324,True,5,37978.19
10322,2,12/02/2010,38.49,2.548,210.8979935,8.324,True,6,12491.16
10323,2,12/02/2010,38.49,2.548,210.8979935,8.324,True,7,29067.99
10324,2,12/02/2010,38.49,2.548,210.8979935,8.324,True,8,63393.29
10389,2,19/02/2010,39.69,2.5140000000000002,210.9451605,8.324,False,1,58221.52
10390,2,19/02/2010,39.69,2.5140000000000002,210.9451605,8.324,False,2,70853.58
10391,2,19/02/2010,39.69,2.5140000000000002,210.9451605,8.324,False,3,14607.28
10392,2,19/02/2010,39.69,2.5140000000000002,210.9451605,8.324,False,4,46131.14
10393,2,19/02/2010,39.69,2.5140000000000002,210.9451605,8.324,False,5,31620.12
10394,2,19/02/2010,39.69,2.5140000000000002,210.9451605,8.324,False,6,10592.63
10395,2,19/02/2010,39.69,2.5140000000000002,210.9451605,8.324,False,7,31003.4
10396,2,19/02/2010,39.69,2.5140000000000002,210.9451605,8.324,False,8,66589.27
10462,2,26/02/2010,46.1,2.5610000000000004,210.97595730000003,8.324,False,1,25962.32
10463,2,26/02/2010,46.1,2.5610000000000004,210.97595730000003,8.324,False,2,64963.9
10464,2,26/02/2010,46.1,2.5610000000000004,210.97595730000003,8.324,False,3,15635.95
10465,2,26/02/2010,46.1,2.5610000000000004,210.97595730000003,8.324,False,4,42126.71
10466,2,26/02/2010,46.1,2.5610000000000004,210.97595730000003,8.324,False,5,26394.97
10467,2,26/02/2010,46.1,2.5610000000000004,210.97595730000003,8.324,False,6,8273.51
10468,2,26/02/2010,46.1,2.5610000000000004,210.97595730000003,8.324,False,7,24275.91
10469,2,26/02/2010,46.1,2.5610000000000004,210.97595730000003,8.324,False,8,61875.48
10535,2,05/03/2010,47.17,2.625,211.0067542,8.324,False,1,27372.05
10536,2,05/03/2010,47.17,2.625,211.0067542,8.324,False,2,68428.64
10537,2,05/03/2010,47.17,2.625,211.0067542,8.324,False,3,14895.96
10538,2,05/03/2010,47.17,2.625,211.0067542,8.324,False,4,46937.81
10539,2,05/03/2010,47.17,2.625,211.0067542,8.324,False,5,28609.08
10540,2,05/03/2010,47.17,2.625,211.0067542,8.324,False,6,6068.64
10541,2,05/03/2010,47.17,2.625,211.0067542,8.324,False,7,29442.87
10542,2,05/03/2010,47.17,2.625,211.0067542,8.324,False,8,67041.18
10608,2,12/03/2010,57.56,2.667,211.03755099999998,8.324,False,1,28660.87
10609,2,12/03/2010,57.56,2.667,211.03755099999998,8.324,False,2,66622.03
10610,2,12/03/2010,57.56,2.667,211.03755099999998,8.324,False,3,13061.56
10611,2,12/03/2010,57.56,2.667,211.03755099999998,8.324,False,4,42489.21
10612,2,12/03/2010,57.56,2.667,211.03755099999998,8.324,False,5,35103.72
10613,2,12/03/2010,57.56,2.667,211.03755099999998,8.324,False,6,8030.58
10614,2,12/03/2010,57.56,2.667,211.03755099999998,8.324,False,7,27494.27
10615,2,12/03/2010,57.56,2.667,211.03755099999998,8.324,False,8,63800.16
10680,2,19/03/2010,54.52,2.72,210.8733316,8.324,False,1,28446.92
10681,2,19/03/2010,54.52,2.72,210.8733316,8.324,False,2,64307.01
10682,2,19/03/2010,54.52,2.72,210.8733316,8.324,False,3,10394.28
10683,2,19/03/2010,54.52,2.72,210.8733316,8.324,False,4,44622.56
10684,2,19/03/2010,54.52,2.72,210.8733316,8.324,False,5,33232.94
10685,2,19/03/2010,54.52,2.72,210.8733316,8.324,False,6,6365.82
10686,2,19/03/2010,54.52,2.72,210.8733316,8.324,False,7,33700.33
10687,2,19/03/2010,54.52,2.72,210.8733316,8.324,False,8,60353.6
10753,2,26/03/2010,51.26,2.7319999999999998,210.6766095,8.324,False,1,32213.99
10754,2,26/03/2010,51.26,2.7319999999999998,210.6766095,8.324,False,2,59770.18
10755,2,26/03/2010,51.26,2.7319999999999998,210.6766095,8.324,False,3,12406.44
10756,2,26/03/2010,51.26,2.7319999999999998,210.6766095,8.324,False,4,41455.34
10757,2,26/03/2010,51.26,2.7319999999999998,210.6766095,8.324,False,5,51778.35
10758,2,26/03/2010,51.26,2.7319999999999998,210.6766095,8.324,False,6,7594.56
10759,2,26/03/2010,51.26,2.7319999999999998,210.6766095,8.324,False,7,25149.21
10760,2,26/03/2010,51.26,2.7319999999999998,210.6766095,8.324,False,8,55825.44
10826,2,02/04/2010,63.27,2.719,210.4798874,8.2,False,1,82766.07
10827,2,02/04/2010,63.27,2.719,210.4798874,8.2,False,2,68286.2
10828,2,02/04/2010,63.27,2.719,210.4798874,8.2,False,3,13404.23
10829,2,02/04/2010,63.27,2.719,210.4798874,8.2,False,4,47951.76
10830,2,02/04/2010,63.27,2.719,210.4798874,8.2,False,5,41053.17
10831,2,02/04/2010,63.27,2.719,210.4798874,8.2,False,6,6375.83
10832,2,02/04/2010,63.27,2.719,210.4798874,8.2,False,7,40111.71
10833,2,02/04/2010,63.27,2.719,210.4798874,8.2,False,8,63316.38
10898,2,09/04/2010,65.41,2.77,210.2831653,8.2,False,1,66560.0
10899,2,09/04/2010,65.41,2.77,210.2831653,8.2,False,2,64295.22
10900,2,09/04/2010,65.41,2.77,210.2831653,8.2,False,3,12873.09
10901,2,09/04/2010,65.41,2.77,210.2831653,8.2,False,4,45280.89
10902,2,09/04/2010,65.41,2.77,210.2831653,8.2,False,5,28514.81
10903,2,09/04/2010,65.41,2.77,210.2831653,8.2,False,6,5978.04
10904,2,09/04/2010,65.41,2.77,210.2831653,8.2,False,7,32545.6
10905,2,09/04/2010,65.41,2.77,210.2831653,8.2,False,8,57612.62
10970,2,16/04/2010,68.07,2.8080000000000003,210.1495463,8.2,False,1,21308.59
10971,2,16/04/2010,68.07,2.8080000000000003,210.1495463,8.2,False,2,65172.2
10972,2,16/04/2010,68.07,2.8080000000000003,210.1495463,8.2,False,3,11547.5
10973,2,16/04/2010,68.07,2.8080000000000003,210.1495463,8.2,False,4,43463.55
10974,2,16/04/2010,68.07,2.8080000000000003,210.1495463,8.2,False,5,20090.55
10975,2,16/04/2010,68.07,2.8080000000000003,210.1495463,8.2,False,6,5984.9
10976,2,16/04/2010,68.07,2.8080000000000003,210.1495463,8.2,False,7,29678.87
10977,2,16/04/2010,68.07,2.8080000000000003,210.1495463,8.2,False,8,56653.63
11041,2,23/04/2010,65.11,2.795,210.1000648,8.2,False,1,22163.12
11042,2,23/04/2010,65.11,2.795,210.1000648,8.2,False,2,66471.86
11043,2,23/04/2010,65.11,2.795,210.1000648,8.2,False,3,11862.26
11044,2,23/04/2010,65.11,2.795,210.1000648,8.2,False,4,43703.76
11045,2,23/04/2010,65.11,2.795,210.1000648,8.2,False,5,31805.87
11046,2,23/04/2010,65.11,2.795,210.1000648,8.2,False,6,6293.49
11047,2,23/04/2010,65.11,2.795,210.1000648,8.2,False,7,26686.75
11048,2,23/04/2010,65.11,2.795,210.1000648,8.2,False,8,59203.94
11112,2,30/04/2010,66.98,2.78,210.0505833,8.2,False,1,24066.2
11113,2,30/04/2010,66.98,2.78,210.0505833,8.2,False,2,65054.02
11114,2,30/04/2010,66.98,2.78,210.0505833,8.2,False,3,11867.75
11115,2,30/04/2010,66.98,2.78,210.0505833,8.2,False,4,42829.7
11116,2,30/04/2010,66.98,2.78,210.0505833,8.2,False,5,29088.16
11117,2,30/04/2010,66.98,2.78,210.0505833,8.2,False,6,6215.07
11118,2,30/04/2010,66.98,2.78,210.0505833,8.2,False,7,29456.07
11119,2,30/04/2010,66.98,2.78,210.0505833,8.2,False,8,57540.12
11183,2,07/05/2010,71.28,2.835,210.00110180000001,8.2,False,1,26191.58
11184,2,07/05/2010,71.28,2.835,210.00110180000001,8.2,False,2,68976.37
11185,2,07/05/2010,71.28,2.835,210.00110180000001,8.2,False,3,12060.55
11186,2,07/05/2010,71.28,2.835,210.00110180000001,8.2,False,4,47486.4
11187,2,07/05/2010,71.28,2.835,210.00110180000001,8.2,False,5,27408.86
11188,2,07/05/2010,71.28,2.835,210.00110180000001,8.2,False,6,12981.17
11189,2,07/05/2010,71.28,2.835,210.00110180000001,8.2,False,7,36761.04
11190,2,07/05/2010,71.28,2.835,210.00110180000001,8.2,False,8,61640.34
11256,2,14/05/2010,73.31,2.8539999999999996,209.9984585,8.2,False,1,25876.55
11257,2,14/05/2010,73.31,2.8539999999999996,209.9984585,8.2,False,2,62666.91
11258,2,14/05/2010,73.31,2.8539999999999996,209.9984585,8.2,False,3,10855.62
11259,2,14/05/2010,73.31,2.8539999999999996,209.9984585,8.2,False,4,43466.84
11260,2,14/05/2010,73.31,2.8539999999999996,209.9984585,8.2,False,5,21447.79
11261,2,14/05/2010,73.31,2.8539999999999996,209.9984585,8.2,False,6,11850.07
11262,2,14/05/2010,73.31,2.8539999999999996,209.9984585,8.2,False,7,31054.88
11263,2,14/05/2010,73.31,2.8539999999999996,209.9984585,8.2,False,8,58091.71
11327,2,21/05/2010,74.83,2.826,210.2768443,8.2,False,1,22689.01
11328,2,21/05/2010,74.83,2.826,210.2768443,8.2,False,2,69699.5
11329,2,21/05/2010,74.83,2.826,210.2768443,8.2,False,3,11486.91
11330,2,21/05/2010,74.83,2.826,210.2768443,8.2,False,4,45303.34
11331,2,21/05/2010,74.83,2.826,210.2768443,8.2,False,5,19852.04
11332,2,21/05/2010,74.83,2.826,210.2768443,8.2,False,6,8331.46
11333,2,21/05/2010,74.83,2.826,210.2768443,8.2,False,7,40359.64
11334,2,21/05/2010,74.83,2.826,210.2768443,8.2,False,8,59977.0
11398,2,28/05/2010,81.13,2.759,210.5552301,8.2,False,1,22899.73
11399,2,28/05/2010,81.13,2.759,210.5552301,8.2,False,2,68750.86
11400,2,28/05/2010,81.13,2.759,210.5552301,8.2,False,3,9264.33
11401,2,28/05/2010,81.13,2.759,210.5552301,8.2,False,4,49046.81
11402,2,28/05/2010,81.13,2.759,210.5552301,8.2,False,5,23033.98
11403,2,28/05/2010,81.13,2.759,210.5552301,8.2,False,6,9378.9
11404,2,28/05/2010,81.13,2.759,210.5552301,8.2,False,7,51582.43
11405,2,28/05/2010,81.13,2.759,210.5552301,8.2,False,8,60202.35
11468,2,04/06/2010,81.81,2.705,210.833616,8.2,False,1,23869.17
11469,2,04/06/2010,81.81,2.705,210.833616,8.2,False,2,68994.35
11470,2,04/06/2010,81.81,2.705,210.833616,8.2,False,3,11859.68
11471,2,04/06/2010,81.81,2.705,210.833616,8.2,False,4,49732.37
11472,2,04/06/2010,81.81,2.705,210.833616,8.2,False,5,29784.34
11473,2,04/06/2010,81.81,2.705,210.833616,8.2,False,6,11352.12
11474,2,04/06/2010,81.81,2.705,210.833616,8.2,False,7,62903.1
11475,2,04/06/2010,81.81,2.705,210.833616,8.2,False,8,61463.29
11538,2,11/06/2010,83.4,2.668,211.1120018,8.2,False,1,24549.01
11539,2,11/06/2010,83.4,2.668,211.1120018,8.2,False,2,72603.29
11540,2,11/06/2010,83.4,2.668,211.1120018,8.2,False,3,12166.23
11541,2,11/06/2010,83.4,2.668,211.1120018,8.2,False,4,45485.63
11542,2,11/06/2010,83.4,2.668,211.1120018,8.2,False,5,28096.78
11543,2,11/06/2010,83.4,2.668,211.1120018,8.2,False,6,10125.25
11544,2,11/06/2010,83.4,2.668,211.1120018,8.2,False,7,41691.53
11545,2,11/06/2010,83.4,2.668,211.1120018,8.2,False,8,61110.56
11609,2,18/06/2010,85.81,2.637,211.10965430000002,8.2,False,1,23918.56
11610,2,18/06/2010,85.81,2.637,211.10965430000002,8.2,False,2,69633.65
11611,2,18/06/2010,85.81,2.637,211.10965430000002,8.2,False,3,10593.34
11612,2,18/06/2010,85.81,2.637,211.10965430000002,8.2,False,4,46855.87
11613,2,18/06/2010,85.81,2.637,211.10965430000002,8.2,False,5,26323.42
11614,2,18/06/2010,85.81,2.637,211.10965430000002,8.2,False,6,7275.86
11615,2,18/06/2010,85.81,2.637,211.10965430000002,8.2,False,7,41165.84
11616,2,18/06/2010,85.81,2.637,211.10965430000002,8.2,False,8,57122.14
11679,2,25/06/2010,86.26,2.653,210.9950134,8.2,False,1,23757.36
11680,2,25/06/2010,86.26,2.653,210.9950134,8.2,False,2,68587.69
11681,2,25/06/2010,86.26,2.653,210.9950134,8.2,False,3,10615.94
11682,2,25/06/2010,86.26,2.653,210.9950134,8.2,False,4,43272.19
11683,2,25/06/2010,86.26,2.653,210.9950134,8.2,False,5,26773.43
11684,2,25/06/2010,86.26,2.653,210.9950134,8.2,False,6,7898.58
11685,2,25/06/2010,86.26,2.653,210.9950134,8.2,False,7,41086.78
11686,2,25/06/2010,86.26,2.653,210.9950134,8.2,False,8,57049.63
11750,2,02/07/2010,82.74,2.6689999999999996,210.8803726,8.099,False,1,23803.34
11751,2,02/07/2010,82.74,2.6689999999999996,210.8803726,8.099,False,2,72107.47
11752,2,02/07/2010,82.74,2.6689999999999996,210.8803726,8.099,False,3,11663.03
11753,2,02/07/2010,82.74,2.6689999999999996,210.8803726,8.099,False,4,49043.02
11754,2,02/07/2010,82.74,2.6689999999999996,210.8803726,8.099,False,5,25343.84
11755,2,02/07/2010,82.74,2.6689999999999996,210.8803726,8.099,False,6,7216.63
11756,2,02/07/2010,82.74,2.6689999999999996,210.8803726,8.099,False,7,34611.91
11757,2,02/07/2010,82.74,2.6689999999999996,210.8803726,8.099,False,8,61018.69
11821,2,09/07/2010,82.59,2.642,210.76573169999998,8.099,False,1,23707.54
11822,2,09/07/2010,82.59,2.642,210.76573169999998,8.099,False,2,66045.13
11823,2,09/07/2010,82.59,2.642,210.76573169999998,8.099,False,3,13839.77
11824,2,09/07/2010,82.59,2.642,210.76573169999998,8.099,False,4,47787.07
11825,2,09/07/2010,82.59,2.642,210.76573169999998,8.099,False,5,25088.27
11826,2,09/07/2010,82.59,2.642,210.76573169999998,8.099,False,6,8004.37
11827,2,09/07/2010,82.59,2.642,210.76573169999998,8.099,False,7,34549.92
11828,2,09/07/2010,82.59,2.642,210.76573169999998,8.099,False,8,57010.13
11890,2,16/07/2010,85.32,2.623,210.7577954,8.099,False,1,23727.77
11891,2,16/07/2010,85.32,2.623,210.7577954,8.099,False,2,69430.49
11892,2,16/07/2010,85.32,2.623,210.7577954,8.099,False,3,21138.74
11893,2,16/07/2010,85.32,2.623,210.7577954,8.099,False,4,46002.41
11894,2,16/07/2010,85.32,2.623,210.7577954,8.099,False,5,22070.82
11895,2,16/07/2010,85.32,2.623,210.7577954,8.099,False,6,6375.45
11896,2,16/07/2010,85.32,2.623,210.7577954,8.099,False,7,28685.54
11897,2,16/07/2010,85.32,2.623,210.7577954,8.099,False,8,57622.55
11959,2,23/07/2010,87.66,2.608,210.8921319,8.099,False,1,21139.52
11960,2,23/07/2010,87.66,2.608,210.8921319,8.099,False,2,66465.49
11961,2,23/07/2010,87.66,2.608,210.8921319,8.099,False,3,25107.25
11962,2,23/07/2010,87.66,2.608,210.8921319,8.099,False,4,44645.34
11963,2,23/07/2010,87.66,2.608,210.8921319,8.099,False,5,22236.84
11964,2,23/07/2010,87.66,2.608,210.8921319,8.099,False,6,8370.9
11965,2,23/07/2010,87.66,2.608,210.8921319,8.099,False,7,30319.88
11966,2,23/07/2010,87.66,2.608,210.8921319,8.099,False,8,55654.91
12030,2,30/07/2010,83.49,2.64,211.0264684,8.099,False,1,22749.21
12031,2,30/07/2010,83.49,2.64,211.0264684,8.099,False,2,67829.52
12032,2,30/07/2010,83.49,2.64,211.0264684,8.099,False,3,34165.46
12033,2,30/07/2010,83.49,2.64,211.0264684,8.099,False,4,45238.73
12034,2,30/07/2010,83.49,2.64,211.0264684,8.099,False,5,24542.81
12035,2,30/07/2010,83.49,2.64,211.0264684,8.099,False,6,5050.13
12036,2,30/07/2010,83.49,2.64,211.0264684,8.099,False,7,25195.42
12037,2,30/07/2010,83.49,2.64,211.0264684,8.099,False,8,57499.29
12102,2,06/08/2010,89.53,2.627,211.16080490000002,8.099,False,1,22795.72
12103,2,06/08/2010,89.53,2.627,211.16080490000002,8.099,False,2,69920.91
12104,2,06/08/2010,89.53,2.627,211.16080490000002,8.099,False,3,41201.05
12105,2,06/08/2010,89.53,2.627,211.16080490000002,8.099,False,4,49676.14
12106,2,06/08/2010,89.53,2.627,211.16080490000002,8.099,False,5,24316.97
12107,2,06/08/2010,89.53,2.627,211.16080490000002,8.099,False,6,8095.68
12108,2,06/08/2010,89.53,2.627,211.16080490000002,8.099,False,7,29730.29
12109,2,06/08/2010,89.53,2.627,211.16080490000002,8.099,False,8,58947.32
12172,2,13/08/2010,89.05,2.6919999999999997,211.2951413,8.099,False,1,21933.3
12173,2,13/08/2010,89.05,2.6919999999999997,211.2951413,8.099,False,2,69947.0
12174,2,13/08/2010,89.05,2.6919999999999997,211.2951413,8.099,False,3,44340.16
12175,2,13/08/2010,89.05,2.6919999999999997,211.2951413,8.099,False,4,46682.77
12176,2,13/08/2010,89.05,2.6919999999999997,211.2951413,8.099,False,5,19453.79
12177,2,13/08/2010,89.05,2.6919999999999997,211.2951413,8.099,False,6,7453.02
12178,2,13/08/2010,89.05,2.6919999999999997,211.2951413,8.099,False,7,27061.98
12179,2,13/08/2010,89.05,2.6919999999999997,211.2951413,8.099,False,8,52832.4
12243,2,20/08/2010,88.7,2.6639999999999997,211.25965860000002,8.099,False,1,22126.52
12244,2,20/08/2010,88.7,2.6639999999999997,211.25965860000002,8.099,False,2,69472.79
12245,2,20/08/2010,88.7,2.6639999999999997,211.25965860000002,8.099,False,3,67235.4
12246,2,20/08/2010,88.7,2.6639999999999997,211.25965860000002,8.099,False,4,50224.42
12247,2,20/08/2010,88.7,2.6639999999999997,211.25965860000002,8.099,False,5,22920.64
12248,2,20/08/2010,88.7,2.6639999999999997,211.25965860000002,8.099,False,6,5654.59
12249,2,20/08/2010,88.7,2.6639999999999997,211.25965860000002,8.099,False,7,29596.98
12250,2,20/08/2010,88.7,2.6639999999999997,211.25965860000002,8.099,False,8,53779.81
12313,2,27/08/2010,87.12,2.6189999999999998,211.2241759,8.099,False,1,21264.66
12314,2,27/08/2010,87.12,2.6189999999999998,211.2241759,8.099,False,2,69300.7
12315,2,27/08/2010,87.12,2.6189999999999998,211.2241759,8.099,False,3,66752.04
12316,2,27/08/2010,87.12,2.6189999999999998,211.2241759,8.099,False,4,45934.74
12317,2,27/08/2010,87.12,2.6189999999999998,211.2241759,8.099,False,5,20008.17
12318,2,27/08/2010,87.12,2.6189999999999998,211.2241759,8.099,False,6,4855.07
12319,2,27/08/2010,87.12,2.6189999999999998,211.2241759,8.099,False,7,25264.69
12320,2,27/08/2010,87.12,2.6189999999999998,211.2241759,8.099,False,8,52400.46
12384,2,03/09/2010,81.83,2.577,211.1886931,8.099,False,1,23901.32
12385,2,03/09/2010,81.83,2.577,211.1886931,8.099,False,2,70081.13
12386,2,03/09/2010,81.83,2.577,211.1886931,8.099,False,3,27296.57
12387,2,03/09/2010,81.83,2.577,211.1886931,8.099,False,4,48202.94
12388,2,03/09/2010,81.83,2.577,211.1886931,8.099,False,5,23507.43
12389,2,03/09/2010,81.83,2.577,211.1886931,8.099,False,6,5343.92
12390,2,03/09/2010,81.83,2.577,211.1886931,8.099,False,7,27545.9
12391,2,03/09/2010,81.83,2.577,211.1886931,8.099,False,8,58793.43
12455,2,10/09/2010,79.09,2.565,211.15321040000003,8.099,True,1,25710.17
