,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
211,2018-02-04,0.79,335442.41,90305.67,110035.27,12010.66,123090.81,95765.52,25974.12,1351.17,conventional,2018,Indianapolis
212,2018-01-28,0.92,265600.2,64276.57,83870.54,8592.12,108860.97,93966.39,14884.55,10.03,conventional,2018,Indianapolis
213,2018-01-21,1.03,233732.16,62385.12,66055.88,11433.91,93857.25,84064.64,9782.65,9.96,conventional,2018,Indianapolis
214,2018-01-14,1.2,188231.39,42103.61,39886.19,14213.38,92028.21,87576.92,4431.35,19.94,conventional,2018,Indianapolis
215,2018-01-07,0.95,241296.05,77536.48,52880.27,15323.48,95555.82,88828.8,6694.44,32.58,conventional,2018,Indianapolis
216,2018-03-25,1.3,183489.03,97376.71,9226.39,569.02,76316.91,41255.77,34987.81,73.33,conventional,2018,Jacksonville
217,2018-03-18,1.12,234236.46,125894.69,13198.7,449.65,94693.42,38854.51,55768.91,70.0,conventional,2018,Jacksonville
218,2018-03-11,1.16,227714.5,126052.23,12557.63,439.09,88665.55,37739.81,50845.74,80.0,conventional,2018,Jacksonville
219,2018-03-04,1.12,229905.22,129813.08,12471.8,516.79,87103.55,35609.86,51397.02,96.67,conventional,2018,Jacksonville
220,2018-02-25,1.27,194729.14,103082.9,11763.72,428.58,79453.94,43722.7,35617.91,113.33,conventional,2018,Jacksonville
221,2018-02-18,1.31,185003.97,103477.92,10571.97,409.49,70544.59,34243.08,36218.18,83.33,conventional,2018,Jacksonville
222,2018-02-11,0.99,234557.28,134245.82,14759.96,521.63,85029.87,34342.57,50597.3,90.0,conventional,2018,Jacksonville
223,2018-02-04,,,,,,,,,,,,
224,2018-01-28,1.33,188556.57,103226.13,11072.2,397.94,73860.3,40095.88,33517.75,246.67,conventional,2018,Jacksonville
225,2018-01-21,1.14,231285.04,137389.34,14033.79,444.84,79417.07,34372.62,44668.89,375.56,conventional,2018,Jacksonville
226,2018-01-14,1.41,182389.99,105265.46,11039.81,332.17,65752.55,30382.8,34981.97,387.78,conventional,2018,Jacksonville
227,2018-01-07,1.2,197919.4,116008.83,13934.03,395.16,67581.38,26811.45,40448.82,321.11,conventional,2018,Jacksonville
228,2018-03-25,1.01,382746.42,76054.73,122475.03,6496.13,177720.53,75499.86,101806.23,414.44,conventional,2018,LasVegas
229,2018-03-18,,311526.49,76056.35,92588.91,7007.47,135873.76,80016.52,55393.91,463.33,conventional,2018,LasVegas
230,2018-03-11,1.18,298805.55,61233.57,91407.22,8059.72,138105.04,83945.28,53527.54,632.22,conventional,2018,LasVegas
231,2018-03-04,1.05,371269.22,83041.34,107504.82,6520.79,174202.27,93651.31,80100.96,450.0,conventional,2018,LasVegas
232,2018-02-25,1.05,352533.59,76253.45,109855.16,6642.99,159781.99,76321.56,82977.1,483.33,conventional,2018,LasVegas
233,2018-02-18,1.13,325042.62,60956.79,107433.65,6230.52,150421.66,74636.88,75331.45,453.33,conventional,2018,LasVegas
234,2018-02-11,0.9,433809.84,89138.42,145487.36,5018.6,194165.46,71692.87,122026.15,446.44,conventional,2018,LasVegas
235,2018-02-04,0.88,512982.73,80027.98,212174.53,6000.36,214779.86,82603.57,131899.62,276.67,conventional,2018,LasVegas
236,2018-01-28,1.04,348153.29,70883.01,109999.79,5322.27,161948.22,82587.72,78955.87,404.63,conventional,2018,LasVegas
237,2018-01-21,1.05,364155.28,78984.26,100813.61,6256.28,178101.13,69513.95,108140.51,446.67,conventional,2018,LasVegas
238,2018-01-14,1.16,322932.06,79986.22,96281.04,7841.07,138823.73,71330.43,67126.63,366.67,conventional,2018,LasVegas
239,2018-01-07,1.05,345809.34,78921.42,113033.07,7515.77,146339.08,60836.42,85049.33,453.33,conventional,2018,LasVegas
240,2018-03-25,1.02,2843541.07,1007972.48,439940.61,63511.29,1332116.69,1248694.27,26861.69,56560.73,conventional,2018,LosAngeles
241,2018-03-18,0.91,3395262.7,1116865.19,700177.12,62395.31,1515825.08,1435807.52,25385.22,54632.34,conventional,2018,LosAngeles
242,2018-03-11,1.03,3059034.3,1152656.67,373411.39,72380.13,1460586.11,1373991.99,29875.02,56719.1,conventional,2018,LosAngeles
243,2018-03-04,1.1,2667104.06,985767.65,371412.09,77531.99,1232392.33,1144956.76,33430.29,54005.28,conventional,2018,LosAngeles
244,2018-02-25,1.0,3029956.79,1191842.89,462947.54,74821.65,1300344.71,1220997.59,30525.57,48821.55,conventional,2018,LosAngeles
245,2018-02-18,1.08,2749718.75,1148398.39,357520.77,74811.86,1168987.73,1089251.46,33031.23,46705.04,conventional,2018,LosAngeles
246,2018-02-11,0.85,3323882.38,1497227.27,412653.41,79663.02,1334338.68,1271672.84,20164.55,42501.29,conventional,2018,LosAngeles
247,2018-02-04,0.73,5070580.56,2532500.54,965716.73,93806.56,1478556.73,1414064.63,21441.6,43050.5,conventional,2018,LosAngeles
248,2018-01-28,1.08,2893717.97,1134192.09,707838.42,81296.65,970390.81,911703.94,16595.96,42090.91,conventional,2018,LosAngeles
249,2018-01-21,1.15,2653023.23,1230413.83,364552.16,82843.86,975213.38,918833.2,16789.91,39590.27,conventional,2018,LosAngeles
250,2018-01-14,1.28,2409159.6,1104367.71,403918.08,101443.02,799430.79,739977.4,16783.17,42670.22,conventional,2018,LosAngeles
251,2018-01-07,1.04,2725856.44,1275098.12,354221.03,91230.73,1005306.56,940327.03,18317.46,46662.07,conventional,2018,LosAngeles
252,2018-03-25,1.04,126662.1,31512.47,24342.6,306.07,70500.96,49898.62,19277.55,1324.79,conventional,2018,Louisville
253,2018-03-18,1.02,126213.08,32100.53,23976.21,204.7,69931.64,53034.96,15925.76,970.92,conventional,2018,Louisville
254,,,,,,,,,,,,,
255,2018-03-04,1.15,97173.74,22840.56,23137.75,219.31,50976.12,32351.06,17796.4,828.66,conventional,2018,Louisville
256,2018-02-25,1.13,99580.43,18466.45,25327.67,351.69,55434.62,32907.74,22038.31,488.57,conventional,2018,Louisville
257,2018-02-18,1.06,101522.07,21211.55,21287.42,197.27,58825.83,33930.79,24059.49,835.55,conventional,2018,Louisville
258,2018-02-11,0.87,130566.55,37508.86,30307.97,307.16,62442.56,42692.52,19050.04,700.0,conventional,2018,Louisville
259,2018-02-04,0.84,169828.77,37164.18,52978.0,805.93,78880.66,51038.21,27458.2,384.25,conventional,2018,Louisville
260,2018-01-28,1.18,96546.56,9754.12,34513.14,262.76,52016.54,31382.0,20628.88,5.66,conventional,2018,Louisville
261,2018-01-21,1.07,119167.18,9137.72,48370.29,699.18,60959.99,34517.5,26442.49,0.0,conventional,2018,Louisville
262,2018-01-14,1.15,121812.81,12826.43,44061.69,168.9,64755.79,32059.16,32693.81,2.82,conventional,2018,Louisville
263,2018-01-07,1.0,118958.8,29241.59,37772.39,170.77,51774.05,32655.63,19115.6,2.82,conventional,2018,Louisville
264,2018-03-25,1.37,698961.15,474642.82,53923.97,2049.21,168345.15,106478.51,61776.64,90.0,conventional,2018,MiamiFtLauderdale
265,2018-03-18,1.17,828837.57,575923.2,70118.84,2101.12,180694.41,102331.92,78219.16,143.33,conventional,2018,MiamiFtLauderdale
266,2018-03-11,1.19,888615.09,603091.72,74717.78,2009.9,208795.69,97893.87,110561.82,340.0,conventional,2018,MiamiFtLauderdale
267,2018-03-04,1.14,881388.29,639495.68,77645.93,1780.45,162466.23,112719.37,48965.19,781.67,conventional,2018,MiamiFtLauderdale
268,2018-02-25,1.36,647233.53,420401.52,51048.05,1505.14,174278.82,120093.14,54105.68,80.0,conventional,2018,MiamiFtLauderdale
269,2018-02-18,1.34,669345.2,451052.19,52028.41,2264.07,164000.53,95511.54,68415.66,73.33,conventional,2018,MiamiFtLauderdale
270,2018-02-11,1.0,856022.49,580099.01,76468.67,2153.49,197301.32,106427.69,90813.63,60.0,conventional,2018,MiamiFtLauderdale
271,2018-02-04,0.98,1310671.51,897435.51,118495.93,2277.74,292462.33,111637.21,180761.79,63.33,conventional,2018,MiamiFtLauderdale
272,2018-01-28,1.4,,440406.44,54463.83,2465.91,163876.04,95377.39,68491.98,6.67,conventional,2018,MiamiFtLauderdale
273,2018-01-21,1.19,825835.92,592863.38,79364.06,1920.89,151687.59,84785.47,66902.12,0.0,conventional,2018,MiamiFtLauderdale
274,2018-01-14,1.46,617912.41,416705.54,53783.64,2713.93,144709.3,81480.75,63228.55,0.0,conventional,2018,MiamiFtLauderdale
275,2018-01-07,1.22,746903.16,513398.84,68558.71,1946.21,162999.4,75200.98,87798.42,0.0,conventional,2018,MiamiFtLauderdale
276,2018-03-25,0.95,306280.52,125788.54,10713.8,334.61,169443.57,136737.44,30406.07,2300.06,conventional,2018,Nashville
277,2018-03-18,0.89,316201.23,141265.4,11914.02,387.61,162634.2,131128.64,29834.21,1671.35,conventional,2018,Nashville
278,2018-03-11,0.94,304701.2,136420.81,11461.07,366.73,156452.59,129994.08,24769.62,1688.89,conventional,2018,Nashville
279,2018-03-04,1.03,243867.72,117403.93,10736.39,403.16,115324.24,82516.9,30595.68,2211.66,conventional,2018,Nashville
280,2018-02-25,1.08,230229.94,105794.31,10432.01,350.86,113652.76,83854.53,27860.65,1937.58,conventional,2018,Nashville
281,2018-02-18,1.05,230083.5,96889.96,9241.74,323.04,123628.76,84042.09,37977.78,1608.89,conventional,2018,Nashville
282,2018-02-11,0.8,303827.76,149429.09,10869.53,363.33,143165.81,107936.13,33522.21,1707.47,conventional,2018,Nashville
283,2018-02-04,0.8,391780.25,186689.66,15471.74,466.2,189152.65,141976.99,45308.77,1866.89,conventional,2018,Nashville
284,2018-01-28,1.08,221273.84,103525.83,11727.15,500.49,105520.37,79909.39,24040.98,1570.0,conventional,2018,Nashville
285,2018-01-21,1.0,273473.62,118667.23,20388.24,309.67,134108.48,95967.09,36876.95,1264.44,conventional,2018,Nashville
286,2018-01-14,1.04,291320.91,131981.77,22212.81,355.01,136771.32,97153.34,38004.65,1613.33,conventional,2018,Nashville
287,2018-01-07,0.85,303963.18,167628.98,10026.09,409.67,125898.44,108075.96,16240.96,1581.52,conventional,2018,Nashville
288,2018-03-25,1.04,305105.53,171335.77,20076.04,2425.1,111268.62,94895.33,15963.29,410.0,conventional,2018,NewOrleansMobile
289,2018-03-18,1.02,316969.55,181011.25,19002.68,2515.0,114440.62,95470.29,18533.66,436.67,conventional,2018,NewOrleansMobile
290,2018-03-11,1.05,316463.18,177320.17,22478.1,2158.0,114506.91,93807.58,20352.66,346.67,conventional,2018,NewOrleansMobile
291,2018-03-04,1.03,332378.96,190521.47,24646.65,2564.0,114646.84,97910.59,16489.58,246.67,conventional,2018,NewOrleansMobile
292,2018-02-25,0.98,373167.22,221362.46,38254.71,2432.0,111118.05,97659.22,13202.16,256.67,conventional,2018,NewOrleansMobile
293,2018-02-18,1.02,306966.07,173296.43,24837.13,1962.0,106870.51,94229.99,12303.85,336.67,conventional,2018,NewOrleansMobile
294,2018-02-11,0.97,289527.53,174271.9,18425.78,1971.0,94858.85,82271.42,12267.43,320.0,conventional,2018,NewOrleansMobile
295,2018-02-04,0.76,521184.22,352425.87,40674.51,2373.28,125710.56,114300.77,11056.46,353.33,conventional,2018,NewOrleansMobile
296,2018-01-28,1.08,314915.09,198062.3,21726.15,2409.57,92717.07,81430.82,10352.92,933.33,conventional,2018,NewOrleansMobile
297,2018-01-21,1.04,310587.46,192632.7,23240.42,2212.37,92501.97,79583.19,11776.55,1142.23,conventional,2018,NewOrleansMobile
298,2018-01-14,1.15,290571.66,170097.6,22912.24,2542.0,95019.82,76659.09,17342.95,1017.78,conventional,2018,NewOrleansMobile
299,2018-01-07,1.15,295941.23,183343.94,30856.25,2514.49,79226.55,64892.6,13346.17,987.78,conventional,2018,NewOrleansMobile
300,2018-03-25,1.34,1774776.77,63905.98,908653.71,843.45,801373.63,774634.09,23833.93,2905.61,conventional,2018,NewYork
301,2018-03-18,1.43,1564859.63,73760.49,911098.28,612.78,579388.08,552433.16,24302.69,2652.23,conventional,2018,NewYork
302,2018-03-11,1.35,1755052.38,64008.06,883441.96,828.96,806773.4,730150.78,74224.85,2397.77,conventional,2018,NewYork
303,2018-03-04,1.23,1931495.66,62328.7,1324579.73,754.74,543832.49,511679.31,29854.29,2298.89,conventional,2018,NewYork
304,2018-02-25,1.3,1615325.14,76602.52,841320.18,852.11,696550.33,632625.27,61658.39,2266.67,conventional,2018,NewYork
305,2018-02-18,1.24,1413687.38,87283.86,909950.56,885.94,415567.02,392965.43,20809.09,1792.5,conventional,2018,NewYork
306,2018-02-11,1.27,2051389.99,169218.18,1319012.42,1222.29,561937.1,539237.71,21409.81,1289.58,conventional,2018,NewYork
307,2018-02-04,1.28,2959541.38,96084.63,2250967.25,3253.28,609236.22,569361.35,38734.78,1140.09,conventional,2018,NewYork
308,2018-01-28,1.2,2278728.69,82652.82,1501055.47,745.5,694274.9,675215.26,18491.86,567.78,conventional,2018,NewYork
309,2018-01-21,1.27,2135242.76,46444.43,1642533.16,1165.1,445100.07,423570.05,21523.99,6.03,conventional,2018,NewYork
310,2018-01-14,1.67,1294149.71,39681.84,818051.5,1338.06,435078.31,415694.04,19384.27,0.0,conventional,2018,NewYork
311,2018-01-07,1.67,1287480.31,39884.07,866953.05,573.69,380069.5,348249.49,31820.01,0.0,conventional,2018,NewYork
312,2018-03-25,1.32,429132.5,258217.83,25970.97,1426.07,143517.63,90870.28,52357.35,290.0,conventional,2018,Orlando
313,2018-03-18,1.11,508979.43,333194.13,32206.33,1543.14,142035.83,82165.92,59626.58,243.33,conventional,2018,Orlando
314,2018-03-11,1.13,529200.61,333909.79,33091.99,1477.79,160721.04,91546.69,68931.02,243.33,conventional,2018,Orlando
315,2018-03-04,1.13,533700.98,331886.57,35297.07,1526.93,164990.41,86462.68,78304.4,223.33,conventional,2018,Orlando
316,2018-02-25,1.3,416950.05,255777.62,26833.71,1404.42,132934.3,93328.68,39425.62,180.0,conventional,2018,Orlando
317,2018-02-18,1.31,396568.38,246434.79,23807.51,1357.35,124968.73,83331.83,41450.24,186.66,conventional,2018,Orlando
318,2018-02-11,1.0,516404.7,346562.74,36818.09,1200.04,131823.83,74552.03,57051.8,220.0,conventional,2018,Orlando
319,2018-02-04,0.99,759532.37,511953.91,60712.96,1345.0,185520.5,88148.1,97195.73,176.67,conventional,2018,Orlando
320,2018-01-28,1.35,414781.12,262391.05,28265.08,1290.4,122834.59,75243.3,47547.96,43.33,conventional,2018,Orlando
321,2018-01-21,1.16,482904.74,312991.46,36478.07,1521.7,131913.51,72049.51,59856.21,7.79,conventional,2018,Orlando
322,2018-01-14,1.4,387588.47,258150.99,26672.33,1199.66,101565.49,68412.96,33152.53,0.0,conventional,2018,Orlando
323,2018-01-07,1.19,430765.97,288886.48,34311.29,997.66,106570.54,65277.02,41293.52,0.0,conventional,2018,Orlando
324,2018-03-25,1.31,503277.65,43421.1,252219.75,248.04,207388.76,187566.62,17687.7,2134.44,conventional,2018,Philadelphia
325,2018-03-18,1.33,471175.79,44696.37,241775.09,334.21,184370.12,169602.85,12962.83,1804.44,conventional,2018,Philadelphia
326,2018-03-11,1.32,486492.24,45869.8,237689.35,297.86,202635.23,177287.22,23394.68,1953.33,conventional,2018,Philadelphia
327,2018-03-04,1.36,443651.36,37703.03,231605.34,335.17,174007.82,151599.08,20573.19,1835.55,conventional,2018,Philadelphia
328,2018-02-25,1.26,490292.38,55979.65,235447.72,314.32,198550.69,173945.98,22558.04,2046.67,conventional,2018,Philadelphia
329,2018-02-18,1.24,443312.68,67616.46,233345.32,236.22,142114.68,117913.98,22366.81,1833.89,conventional,2018,Philadelphia
330,2018-02-11,1.02,611269.34,130162.76,320845.9,213.8,160046.88,136379.5,22296.32,1371.06,conventional,2018,Philadelphia
331,2018-02-04,1.12,819224.3,62044.22,467927.8,645.87,288606.41,254149.59,33540.82,916.0,conventional,2018,Philadelphia
332,2018-01-28,1.23,537883.88,90381.5,256525.12,390.07,190587.19,183977.34,6289.85,320.0,conventional,2018,Philadelphia
333,2018-01-21,1.32,527860.09,69862.88,303263.33,383.99,154349.89,144550.12,9797.01,2.76,conventional,2018,Philadelphia
334,,,,,,,,,,,,,
335,2018-01-07,1.56,408203.49,22384.92,239185.79,407.29,146225.49,114764.69,31460.8,0.0,conventional,2018,Philadelphia
336,2018-03-25,0.59,1684537.69,932956.86,296968.67,14886.96,439725.2,216076.58,218329.73,5318.89,conventional,2018,PhoenixTucson
337,2018-03-18,0.71,1299190.92,626645.87,243424.78,14272.43,414847.84,204096.69,205346.71,5404.44,conventional,2018,PhoenixTucson
338,2018-03-11,0.58,1619549.79,941189.25,269078.43,14057.17,395224.94,227505.97,161870.08,5848.89,conventional,2018,PhoenixTucson
339,2018-03-04,0.61,1672899.36,962967.9,268082.25,12934.88,428914.33,266658.69,156802.31,5453.33,conventional,2018,PhoenixTucson
340,2018-02-25,0.72,1224254.4,621383.55,216588.22,13517.52,372765.11,218471.0,148190.88,6103.23,conventional,2018,PhoenixTucson
341,2018-02-18,0.59,1544983.15,923293.0,242108.74,12876.81,366704.6,228817.23,131177.62,6709.75,conventional,2018,PhoenixTucson
342,2018-02-11,0.64,1490711.97,793896.21,256987.03,12607.4,427221.33,241681.63,179607.48,5932.22,conventional,2018,PhoenixTucson
343,2018-02-04,0.59,1998260.47,1029017.42,511201.78,13917.11,444124.16,236056.82,202720.67,5346.67,conventional,2018,PhoenixTucson
344,2018-01-28,0.68,1592137.3,902410.41,288508.97,12312.08,388905.84,235248.48,147958.47,5698.89,conventional,2018,PhoenixTucson
345,2018-01-21,0.78,1315329.83,613600.56,246703.53,13332.26,441693.48,210780.39,226079.75,4833.34,conventional,2018,PhoenixTucson
346,2018-01-14,0.81,1354912.98,628591.78,284087.44,15249.83,426983.93,200603.91,221593.36,4786.66,conventional,2018,PhoenixTucson
347,2018-01-07,0.89,1025312.59,470698.28,222151.2,14761.13,317701.98,178186.6,134615.38,4900.0,conventional,2018,PhoenixTucson
348,2018-03-25,1.28,132097.87,44126.21,13225.39,1385.77,73360.5,39142.16,34191.67,26.67,conventional,2018,Pittsburgh
349,2018-03-18,0.98,198246.71,73389.94,22422.63,2599.53,99834.61,36169.0,63248.94,416.67,conventional,2018,Pittsburgh
350,2018-03-11,1.23,134625.32,40798.11,15527.17,1089.04,77211.0,48023.13,29181.2,6.67,conventional,2018,Pittsburgh
351,2018-03-04,1.23,120612.82,35950.34,14351.56,954.03,69356.89,43202.37,26151.19,3.33,conventional,2018,Pittsburgh
352,2018-02-25,0.98,184226.61,67240.38,21907.5,2122.3,92956.43,33977.62,58972.14,6.67,conventional,2018,Pittsburgh
353,2018-02-18,1.21,121002.8,32928.15,18278.91,1037.34,68758.4,40103.96,28647.77,6.67,conventional,2018,Pittsburgh
354,2018-02-11,1.22,116882.18,33543.27,21090.24,1094.97,61153.7,37660.14,23490.23,3.33,conventional,2018,Pittsburgh
355,2018-02-04,0.98,202604.34,78189.91,30466.23,2684.22,91263.98,38743.07,52514.24,6.67,conventional,2018,Pittsburgh
356,2018-01-28,1.23,119606.35,37562.68,19312.87,1415.85,61314.95,42492.34,18822.61,0.0,conventional,2018,Pittsburgh
357,2018-01-21,1.01,183347.37,83017.19,32323.3,2721.64,65285.24,36503.46,28781.78,0.0,conventional,2018,Pittsburgh
358,2018-01-14,,117483.82,40292.71,22648.55,1560.23,52982.33,42859.85,10122.48,0.0,conventional,2018,Pittsburgh
359,2018-01-07,1.3,110929.77,40579.4,24117.63,1241.27,44991.47,36998.3,7993.17,0.0,conventional,2018,Pittsburgh
360,2018-03-25,1.08,2298609.62,870297.25,765738.57,8214.57,654359.23,603569.13,50091.31,698.79,conventional,2018,Plains
361,2018-03-18,1.06,2346527.89,948199.79,630350.03,9313.26,758664.81,701598.07,55972.31,1094.43,conventional,2018,Plains
362,2018-03-11,1.15,2152113.24,917962.76,512519.24,7989.48,713641.76,630813.83,77037.43,5790.5,conventional,2018,Plains
363,2018-03-04,1.15,2092354.75,888108.56,501748.08,8144.54,694353.57,627934.12,53944.75,12474.7,conventional,2018,Plains
364,2018-02-25,1.13,2115879.93,879720.97,527659.45,9044.15,699455.36,641489.04,57064.05,902.27,conventional,2018,Plains
365,2018-02-18,1.2,1807033.26,772199.5,506014.94,6634.13,522184.69,422152.59,99678.78,353.32,conventional,2018,Plains
366,2018-02-11,1.06,2198997.16,957709.32,540048.54,6998.12,694241.18,526134.96,167565.02,541.2,conventional,2018,Plains
367,2018-02-04,0.91,3316494.76,1609104.94,827998.81,9830.1,869560.91,678696.23,190573.14,291.54,conventional,2018,Plains
368,2018-01-28,0.99,2533937.56,1387712.4,515698.93,6371.3,624154.93,474701.92,149437.52,15.49,conventional,2018,Plains
369,2018-01-21,1.18,2208596.12,1051836.46,479599.9,7659.28,669500.48,562989.08,106461.22,50.18,conventional,2018,Plains
370,2018-01-14,1.25,2033823.81,891358.6,572445.19,6526.08,563493.94,436555.79,126910.37,27.78,conventional,2018,Plains
371,2018-01-07,1.17,2103531.72,1026303.18,570087.19,6096.19,501045.16,384809.96,116197.07,38.13,conventional,2018,Plains
372,2018-03-25,1.06,658169.39,75837.48,304991.92,14300.89,263039.1,166273.14,96427.92,338.04,conventional,2018,Portland
373,2018-03-18,1.04,759157.5,66714.53,222709.52,18614.12,451119.33,144978.05,305017.82,1123.46,conventional,2018,Portland
374,2018-03-11,1.11,676307.43,78454.87,308559.86,17485.05,271807.65,172296.2,99071.86,439.59,conventional,2018,Portland
375,2018-03-04,1.16,592281.81,75141.3,252079.64,16464.63,248596.24,163839.54,84108.76,647.94,conventional,2018,Portland
376,2018-02-25,1.01,,62880.59,259931.89,16312.94,433723.23,101200.06,328765.75,3757.42,conventional,2018,Portland
377,2018-02-18,1.06,636925.69,81789.75,278393.23,16614.38,260128.33,160051.88,99595.36,481.09,conventional,2018,Portland
378,2018-02-11,1.25,507333.47,87666.45,146006.56,17712.54,255947.92,156038.59,99378.83,530.5,conventional,2018,Portland
379,2018-02-04,0.88,1051039.26,78861.85,452243.28,15405.98,504528.15,111755.8,391141.49,1630.86,conventional,2018,Portland
380,2018-01-28,1.34,486679.98,80881.12,152913.11,16678.38,236207.37,142712.01,92874.02,621.34,conventional,2018,Portland
381,2018-01-21,1.17,608159.45,76804.75,271528.75,18147.81,241678.14,150749.79,90544.14,384.21,conventional,2018,Portland
382,2018-01-14,1.06,747864.18,76227.53,252457.95,17693.46,401485.24,99618.49,300591.83,1274.92,conventional,2018,Portland
383,2018-01-07,1.22,567488.01,107127.71,220686.01,14535.35,225138.94,156850.43,67977.85,310.66,conventional,2018,Portland
384,2018-03-25,1.24,362959.17,91484.37,120803.28,5307.11,145364.41,139121.67,6242.74,0.0,conventional,2018,RaleighGreensboro
385,2018-03-18,0.92,552900.21,96399.53,130874.15,4769.76,320856.77,312969.23,7886.43,1.11,conventional,2018,RaleighGreensboro
386,2018-03-11,1.2,384595.79,106062.76,132338.25,5654.47,140540.31,135823.49,4716.82,0.0,conventional,2018,RaleighGreensboro
387,2018-03-04,1.28,330201.25,88012.88,101227.44,5793.79,135167.14,128111.5,7055.64,0.0,conventional,2018,RaleighGreensboro
388,2018-02-25,1.28,343583.53,91255.51,120240.34,5425.62,126662.06,119370.42,7291.64,0.0,conventional,2018,RaleighGreensboro
389,2018-02-18,1.29,302077.06,78221.45,101748.26,5439.47,116667.88,108698.13,7969.75,0.0,conventional,2018,RaleighGreensboro
390,2018-02-11,1.1,367903.88,106372.21,91013.42,5010.88,165507.37,156789.32,8718.05,0.0,conventional,2018,RaleighGreensboro
391,2018-02-04,0.97,525075.42,119688.78,132891.28,5891.9,266603.46,254234.83,12368.63,0.0,conventional,2018,RaleighGreensboro
392,2018-01-28,1.34,322348.72,93956.4,105608.44,5131.66,117652.22,112705.62,4946.6,0.0,conventional,2018,RaleighGreensboro
393,2018-01-21,1.12,407825.0,101929.83,102790.68,4632.9,198471.59,191459.41,7012.18,0.0,conventional,2018,RaleighGreensboro
394,2018-01-14,1.29,360772.32,88430.39,138123.95,6178.1,128039.88,119713.01,8326.87,0.0,conventional,2018,RaleighGreensboro
395,2018-01-07,1.3,317209.9,113445.48,103827.25,5071.98,94865.19,90848.07,4017.12,0.0,conventional,2018,RaleighGreensboro
396,2018-03-25,1.1,316217.11,77628.91,88215.28,1928.8,148444.12,135644.21,11246.17,1553.74,conventional,2018,RichmondNorfolk
397,2018-03-18,0.98,365038.23,82914.3,97133.0,1515.48,183475.45,169506.35,12586.56,1382.54,conventional,2018,RichmondNorfolk
398,2018-03-11,1.0,345645.83,95991.36,94894.74,1776.1,152983.63,139363.88,13327.83,291.92,conventional,2018,RichmondNorfolk
399,2018-03-04,1.14,289118.6,69170.11,83513.89,1792.21,134642.39,115639.95,18714.11,288.33,conventional,2018,RichmondNorfolk
400,2018-02-25,1.13,,75032.02,85267.7,1914.32,114893.44,98624.54,15568.9,700.0,conventional,2018,RichmondNorfolk
401,2018-02-18,1.18,237767.01,52314.98,78322.91,1685.0,105444.12,85472.15,18198.64,1773.33,conventional,2018,RichmondNorfolk
402,2018-02-11,1.01,292742.42,73304.78,95360.46,1648.41,122428.77,107274.6,14805.83,348.34,conventional,2018,RichmondNorfolk
403,2018-02-04,0.86,469093.71,124229.81,128208.07,2217.45,214438.38,187621.35,26710.36,106.67,conventional,2018,RichmondNorfolk
404,2018-01-28,1.21,267305.91,63753.71,104053.12,1743.34,97755.74,87331.26,10414.48,10.0,conventional,2018,RichmondNorfolk
405,2018-01-21,1.12,322272.97,72502.51,112843.42,1772.99,135154.05,112298.65,22855.4,0.0,conventional,2018,RichmondNorfolk
406,2018-01-14,1.19,311185.65,76364.47,126208.57,1844.45,106768.16,84944.73,21823.43,0.0,conventional,2018,RichmondNorfolk
407,2018-01-07,1.03,300234.79,96040.45,94172.95,1657.28,108364.11,99730.22,8633.89,0.0,conventional,2018,RichmondNorfolk
408,2018-03-25,,218058.0,62126.61,39027.74,219.42,116684.23,97377.29,18342.66,964.28,conventional,2018,Roanoke
409,2018-03-18,0.97,209053.83,55659.94,43568.23,225.48,109600.18,86740.75,22179.43,680.0,conventional,2018,Roanoke
410,2018-03-11,0.93,228663.46,68597.75,43277.55,205.1,116583.06,100506.78,15642.94,433.34,conventional,2018,Roanoke
411,2018-03-04,1.07,178885.9,43252.27,37048.49,245.11,98340.03,73252.51,24594.18,493.34,conventional,2018,Roanoke
412,2018-02-25,1.06,174394.57,41912.44,37321.57,206.18,94954.38,66920.87,27310.18,723.33,conventional,2018,Roanoke
413,2018-02-18,1.06,155902.21,34945.28,34511.48,261.0,86184.45,58311.72,27101.62,771.11,conventional,2018,Roanoke
414,2018-02-11,0.85,207658.32,54069.78,44325.77,286.59,108976.18,87195.47,21390.71,390.0,conventional,2018,Roanoke
415,2018-02-04,0.82,287728.25,82020.39,55243.26,294.67,150169.93,116918.04,32938.52,313.37,conventional,2018,Roanoke
416,2018-01-28,1.14,159289.18,31259.73,49375.92,283.44,78370.09,61701.01,16669.08,0.0,conventional,2018,Roanoke
417,2018-01-21,1.11,176001.32,32866.66,52406.08,271.62,90456.96,61172.35,29271.28,13.33,conventional,2018,Roanoke
418,2018-01-14,1.09,189671.57,35632.0,58767.29,184.49,95087.79,62260.15,32827.64,0.0,conventional,2018,Roanoke
419,2018-01-07,0.93,203482.84,57981.46,48543.26,161.75,96796.37,80678.76,16101.64,15.97,conventional,2018,Roanoke
420,2018-03-25,1.13,570446.95,135652.39,361227.57,812.1,72754.89,67652.14,624.2,4478.55,conventional,2018,Sacramento
421,2018-03-18,1.14,517463.38,154151.99,270169.95,840.67,92300.77,84669.16,734.35,6897.26,conventional,2018,Sacramento
422,2018-03-11,1.18,546435.55,151094.92,271726.6,862.4,122751.63,115769.46,1627.32,5354.85,conventional,2018,Sacramento
