Store,Dept,Date,Weekly_Sales
Los Angeles,Shoes,5/28/2010,51582.43
Los Angeles,Clothing,5/28/2010,22899.73
Los Angeles,Outdoor,5/28/2010,9378.9
Seattle,Housewares,5/28/2010,82674.48
Seattle,Outdoor,5/28/2010,11454
Seattle,Jewelry,5/28/2010,50608.77
Seattle,Furniture,5/28/2010,11362.69
Seattle,Clothing,5/28/2010,25405.65
Seattle,Toys,5/28/2010,62635.49
Seattle,Shoes,5/28/2010,47743.62
Seattle,Electronics,5/28/2010,32193.38
Buffalo,Outdoor,6/8/2010,1641.68
Buffalo,Toys,6/8/2010,8095.02
Buffalo,Clothing,6/8/2010,3552.7
Buffalo,Housewares,6/8/2010,16183.81
Buffalo,Furniture,6/8/2010,11686.01
Buffalo,Shoes,6/8/2010,6375.91
Buffalo,Electronics,6/8/2010,6065.41
Buffalo,Jewelry,6/8/2010,8991.83
Las Vegas,Jewelry,6/8/2010,40973.88
Las Vegas,Outdoor,6/8/2010,4700.38
Las Vegas,Clothing,6/8/2010,17508.41
Las Vegas,Furniture,6/8/2010,26719.02
Las Vegas,Housewares,6/8/2010,50031.73
Las Vegas,Electronics,6/8/2010,16926.17
Las Vegas,Shoes,6/8/2010,21842.57
Las Vegas,Toys,6/8/2010,34833.35
Los Angeles,Shoes,6/8/2010,29730.29
Los Angeles,Clothing,6/8/2010,22795.72
Los Angeles,Toys,6/8/2010,58947.32
Los Angeles,Furniture,6/8/2010,41201.05
Los Angeles,Housewares,6/8/2010,69920.91
Los Angeles,Electronics,6/8/2010,24316.97
Los Angeles,Jewelry,6/8/2010,49676.14
Los Angeles,Outdoor,6/8/2010,8095.68
Seattle,Shoes,6/8/2010,32800.34
Seattle,Furniture,6/8/2010,44683.74
Seattle,Jewelry,6/8/2010,56299.32
Seattle,Clothing,6/8/2010,24769.54
Seattle,Outdoor,6/8/2010,7394.69
Seattle,Electronics,6/8/2010,33317.86
Seattle,Toys,6/8/2010,62358.61
Seattle,Housewares,6/8/2010,87791.77
Buffalo,Jewelry,6/18/2010,7509.23
Buffalo,Electronics,6/18/2010,8787.77
Buffalo,Shoes,6/18/2010,8769.82
Buffalo,Outdoor,6/18/2010,1556.22
Buffalo,Furniture,6/18/2010,2920.7
Buffalo,Housewares,6/18/2010,14982.99
Buffalo,Clothing,6/18/2010,4444.66
Buffalo,Toys,6/18/2010,8670.13
Las Vegas,Furniture,6/18/2010,8201.06
Las Vegas,Outdoor,6/18/2010,3902.26
Las Vegas,Shoes,6/18/2010,26984.25
Las Vegas,Housewares,6/18/2010,44428.71
Las Vegas,Electronics,6/18/2010,19778.44
Las Vegas,Jewelry,6/18/2010,35059.52
Las Vegas,Toys,6/18/2010,33387.48
Las Vegas,Clothing,6/18/2010,16216.27
Los Angeles,Shoes,6/18/2010,41165.84
Los Angeles,Toys,6/18/2010,57122.14
Los Angeles,Outdoor,6/18/2010,7275.86
Los Angeles,Clothing,6/18/2010,23918.56
Los Angeles,Housewares,6/18/2010,69633.65
Los Angeles,Electronics,6/18/2010,26323.42
Los Angeles,Furniture,6/18/2010,10593.34
Los Angeles,Jewelry,6/18/2010,46855.87
Seattle,Electronics,6/18/2010,38562.19
Seattle,Shoes,6/18/2010,41418.5
Seattle,Furniture,6/18/2010,9902.21
Seattle,Toys,6/18/2010,60549.07
Seattle,Housewares,6/18/2010,86165.93
Seattle,Clothing,6/18/2010,26832.57
Seattle,Jewelry,6/18/2010,49646.84
Seattle,Outdoor,6/18/2010,8590.35
Buffalo,Electronics,6/25/2010,8362.08
Buffalo,Outdoor,6/25/2010,1155.51
Buffalo,Toys,6/25/2010,7914.04
Buffalo,Jewelry,6/25/2010,7304.73
Buffalo,Housewares,6/25/2010,13851.83
Buffalo,Clothing,6/25/2010,4377.74
Buffalo,Furniture,6/25/2010,2731.51
Buffalo,Shoes,6/25/2010,13262.5
Las Vegas,Jewelry,6/25/2010,34454.69
Las Vegas,Outdoor,6/25/2010,4239.1
Las Vegas,Furniture,6/25/2010,6591.22
Las Vegas,Clothing,6/25/2010,16328.72
Las Vegas,Toys,6/25/2010,33731.24
Las Vegas,Shoes,6/25/2010,28912.18
Las Vegas,Housewares,6/25/2010,45299.92
Las Vegas,Electronics,6/25/2010,19054.58
Los Angeles,Shoes,6/25/2010,41086.78
Los Angeles,Outdoor,6/25/2010,7898.58
Los Angeles,Furniture,6/25/2010,10615.94
Los Angeles,Electronics,6/25/2010,26773.43
Los Angeles,Jewelry,6/25/2010,43272.19
Los Angeles,Housewares,6/25/2010,68587.69
Los Angeles,Toys,6/25/2010,57049.63
Los Angeles,Clothing,6/25/2010,23757.36
Seattle,Toys,6/25/2010,57577.18
Seattle,Housewares,6/25/2010,78775.38
Seattle,Furniture,6/25/2010,8235.07
Seattle,Clothing,6/25/2010,25940.32
Seattle,Shoes,6/25/2010,47916.68
Seattle,Jewelry,6/25/2010,48668.13
Seattle,Outdoor,6/25/2010,10864.98
Seattle,Electronics,6/25/2010,34501.52
Buffalo,Electronics,7/5/2010,7328.41
Buffalo,Jewelry,7/5/2010,8550.14
Buffalo,Housewares,7/5/2010,16416.91
Buffalo,Outdoor,7/5/2010,1660.85
Buffalo,Clothing,7/5/2010,4756.69
Buffalo,Furniture,7/5/2010,3841.05
Buffalo,Shoes,7/5/2010,8612.51
Buffalo,Toys,7/5/2010,9072.16
Las Vegas,Clothing,7/5/2010,17413.94
Las Vegas,Toys,7/5/2010,35393.78
Las Vegas,Furniture,7/5/2010,9372.8
Las Vegas,Housewares,7/5/2010,47903.01
Las Vegas,Shoes,7/5/2010,20457.62
Las Vegas,Outdoor,7/5/2010,7477.7
Las Vegas,Jewelry,7/5/2010,37168.34
Las Vegas,Electronics,7/5/2010,19260.44
Los Angeles,Jewelry,7/5/2010,47486.4
Los Angeles,Toys,7/5/2010,61640.34
Los Angeles,Shoes,7/5/2010,36761.04
Los Angeles,Electronics,7/5/2010,27408.86
Los Angeles,Outdoor,7/5/2010,12981.17
Los Angeles,Housewares,7/5/2010,68976.37
Los Angeles,Clothing,7/5/2010,26191.58
Los Angeles,Furniture,7/5/2010,12060.55
Seattle,Outdoor,7/5/2010,12287.72
Seattle,Electronics,7/5/2010,36695.23
Seattle,Shoes,7/5/2010,37995.71
Seattle,Toys,7/5/2010,68417.55
Seattle,Clothing,7/5/2010,27453.68
Seattle,Furniture,7/5/2010,11894.47
Seattle,Housewares,7/5/2010,86455.24
Seattle,Jewelry,7/5/2010,54037.74
Buffalo,Housewares,7/16/2010,14659.55
Buffalo,Jewelry,7/16/2010,6945.46
Buffalo,Outdoor,7/16/2010,921.57
Buffalo,Clothing,7/16/2010,3440.69
Buffalo,Shoes,7/16/2010,7162.07
Buffalo,Electronics,7/16/2010,5274.61
Buffalo,Furniture,7/16/2010,5805.9
Buffalo,Toys,7/16/2010,7856.36
Las Vegas,Electronics,7/16/2010,17918.22
Las Vegas,Furniture,7/16/2010,13751.3
Las Vegas,Shoes,7/16/2010,22666.55
Las Vegas,Housewares,7/16/2010,44339.2
Las Vegas,Toys,7/16/2010,33171.72
Las Vegas,Jewelry,7/16/2010,35234.66
Las Vegas,Clothing,7/16/2010,17150.84
Las Vegas,Outdoor,7/16/2010,4772.7
Los Angeles,Jewelry,7/16/2010,46002.41
Los Angeles,Clothing,7/16/2010,23727.77
Los Angeles,Toys,7/16/2010,57622.55
Los Angeles,Furniture,7/16/2010,21138.74
Los Angeles,Shoes,7/16/2010,28685.54
Los Angeles,Electronics,7/16/2010,22070.82
Los Angeles,Outdoor,7/16/2010,6375.45
Los Angeles,Housewares,7/16/2010,69430.49
Seattle,Toys,7/16/2010,60005.05
Seattle,Housewares,7/16/2010,87181.89
Seattle,Electronics,7/16/2010,32590.11
Seattle,Furniture,7/16/2010,25593.25
Seattle,Clothing,7/16/2010,27218.37
Seattle,Jewelry,7/16/2010,53436.74
Seattle,Outdoor,7/16/2010,6201.79
Seattle,Shoes,7/16/2010,38298.54
Buffalo,Electronics,7/23/2010,6729.8
Buffalo,Shoes,7/23/2010,6381.82
Buffalo,Toys,7/23/2010,7002.83
Buffalo,Jewelry,7/23/2010,7320.08
Buffalo,Housewares,7/23/2010,14224.53
Buffalo,Outdoor,7/23/2010,1683.46
Buffalo,Furniture,7/23/2010,7107.79
Buffalo,Clothing,7/23/2010,3874.45
Las Vegas,Housewares,7/23/2010,44763.33
Las Vegas,Clothing,7/23/2010,15360.45
Las Vegas,Toys,7/23/2010,34350.12
Las Vegas,Furniture,7/23/2010,16930.62
Las Vegas,Outdoor,7/23/2010,5758.04
Las Vegas,Electronics,7/23/2010,17313.46
Las Vegas,Shoes,7/23/2010,20029.1
Las Vegas,Jewelry,7/23/2010,36624.71
Los Angeles,Outdoor,7/23/2010,8370.9
Los Angeles,Shoes,7/23/2010,30319.88
Los Angeles,Housewares,7/23/2010,66465.49
Los Angeles,Clothing,7/23/2010,21139.52
Los Angeles,Toys,7/23/2010,55654.91
Los Angeles,Jewelry,7/23/2010,44645.34
Los Angeles,Electronics,7/23/2010,22236.84
Los Angeles,Furniture,7/23/2010,25107.25
Seattle,Toys,7/23/2010,63123.05
Seattle,Shoes,7/23/2010,35512.5
Seattle,Housewares,7/23/2010,81652.46
Seattle,Furniture,7/23/2010,31660.07
Seattle,Electronics,7/23/2010,27250.41
Seattle,Outdoor,7/23/2010,6323.99
Seattle,Jewelry,7/23/2010,50912.21
Seattle,Clothing,7/23/2010,27561.95
Buffalo,Toys,7/30/2010,8128.51
Buffalo,Furniture,7/30/2010,9147.7
Buffalo,Shoes,7/30/2010,5208.45
Buffalo,Jewelry,7/30/2010,7570.49
Buffalo,Clothing,7/30/2010,4205.62
Buffalo,Housewares,7/30/2010,14191.77
Buffalo,Electronics,7/30/2010,5453.14
Buffalo,Outdoor,7/30/2010,1491.41
Las Vegas,Toys,7/30/2010,33568.19
Las Vegas,Electronics,7/30/2010,16472.48
Las Vegas,Shoes,7/30/2010,17709.46
Las Vegas,Housewares,7/30/2010,45833.77
Las Vegas,Outdoor,7/30/2010,3932.95
Las Vegas,Clothing,7/30/2010,15381.82
Las Vegas,Furniture,7/30/2010,20915.95
Las Vegas,Jewelry,7/30/2010,36419.68
Los Angeles,Shoes,7/30/2010,25195.42
Los Angeles,Clothing,7/30/2010,22749.21
Los Angeles,Toys,7/30/2010,57499.29
Los Angeles,Jewelry,7/30/2010,45238.73
Los Angeles,Housewares,7/30/2010,67829.52
Los Angeles,Outdoor,7/30/2010,5050.13
Los Angeles,Electronics,7/30/2010,24542.81
Los Angeles,Furniture,7/30/2010,34165.46
Seattle,Jewelry,7/30/2010,52243.98
Seattle,Furniture,7/30/2010,41504.97
Seattle,Outdoor,7/30/2010,8919.54
Seattle,Electronics,7/30/2010,33482.99
Seattle,Clothing,7/30/2010,27493.53
Seattle,Shoes,7/30/2010,33527.62
Seattle,Toys,7/30/2010,61625.27
Seattle,Housewares,7/30/2010,85568.43
Buffalo,Shoes,8/10/2010,8395.55
Buffalo,Jewelry,8/10/2010,8310.01
Buffalo,Outdoor,8/10/2010,1874.28
Buffalo,Toys,8/10/2010,8596.29
Buffalo,Housewares,8/10/2010,15962.43
Buffalo,Clothing,8/10/2010,6848.21
Buffalo,Furniture,8/10/2010,4171.83
Buffalo,Electronics,8/10/2010,9659.36
Las Vegas,Outdoor,8/10/2010,4168.36
Las Vegas,Jewelry,8/10/2010,35772.82
Las Vegas,Clothing,8/10/2010,23388.03
Las Vegas,Housewares,8/10/2010,46387.54
Las Vegas,Furniture,8/10/2010,10081.8
Las Vegas,Shoes,8/10/2010,16350.96
Las Vegas,Electronics,8/10/2010,19853.57
Las Vegas,Toys,8/10/2010,35966.67
Los Angeles,Housewares,8/10/2010,64252.04
Los Angeles,Outdoor,8/10/2010,5869.56
Los Angeles,Jewelry,8/10/2010,45818.11
Los Angeles,Electronics,8/10/2010,27101.46
Los Angeles,Toys,8/10/2010,59685.25
Los Angeles,Furniture,8/10/2010,14480.96
Los Angeles,Clothing,8/10/2010,31524.86
Los Angeles,Shoes,8/10/2010,28039.79
Seattle,Housewares,8/10/2010,86708.3
Seattle,Electronics,8/10/2010,45367.02
Seattle,Furniture,8/10/2010,13037.27
Seattle,Toys,8/10/2010,65169.63
Seattle,Outdoor,8/10/2010,7912.06
Seattle,Shoes,8/10/2010,36607.75
Seattle,Jewelry,8/10/2010,53891.67
Seattle,Clothing,8/10/2010,37119.05
Buffalo,Outdoor,8/13/2010,1204.78
Buffalo,Clothing,8/13/2010,3930.41
Buffalo,Shoes,8/13/2010,6972.53
Buffalo,Electronics,8/13/2010,6352.28
Buffalo,Toys,8/13/2010,6805.2
Buffalo,Furniture,8/13/2010,9329.48
Buffalo,Jewelry,8/13/2010,7340.21
Buffalo,Housewares,8/13/2010,13947.93
Las Vegas,Electronics,8/13/2010,15544.62
Las Vegas,Shoes,8/13/2010,19178.36
Las Vegas,Clothing,8/13/2010,15536.4
Las Vegas,Toys,8/13/2010,32326.19
Las Vegas,Housewares,8/13/2010,45475.69
Las Vegas,Outdoor,8/13/2010,3885.01
Las Vegas,Jewelry,8/13/2010,36461.66
Las Vegas,Furniture,8/13/2010,30640.54
Los Angeles,Jewelry,8/13/2010,46682.77
Los Angeles,Housewares,8/13/2010,69947
Los Angeles,Shoes,8/13/2010,27061.98
Los Angeles,Outdoor,8/13/2010,7453.02
Los Angeles,Furniture,8/13/2010,44340.16
Los Angeles,Toys,8/13/2010,52832.4
Los Angeles,Electronics,8/13/2010,19453.79
Los Angeles,Clothing,8/13/2010,21933.3
Seattle,Electronics,8/13/2010,37313.01
Seattle,Jewelry,8/13/2010,56967.92
Seattle,Housewares,8/13/2010,95845.19
Seattle,Furniture,8/13/2010,67779.25
Seattle,Toys,8/13/2010,62910.61
Seattle,Clothing,8/13/2010,27058.91
Seattle,Outdoor,8/13/2010,7455.5
Seattle,Shoes,8/13/2010,35877.79
Buffalo,Housewares,8/20/2010,14316.56
Buffalo,Outdoor,8/20/2010,1201.18
Buffalo,Toys,8/20/2010,6732.07
Buffalo,Furniture,8/20/2010,13119.92
Buffalo,Electronics,8/20/2010,4730.87
Buffalo,Shoes,8/20/2010,7067.21
Buffalo,Jewelry,8/20/2010,7740.37
Buffalo,Clothing,8/20/2010,4136.05
Las Vegas,Outdoor,8/20/2010,4067.35
Las Vegas,Clothing,8/20/2010,15740.13
Las Vegas,Toys,8/20/2010,32249.35
Las Vegas,Jewelry,8/20/2010,39706.1
Las Vegas,Furniture,8/20/2010,41101.93
Las Vegas,Shoes,8/20/2010,17821.71
Las Vegas,Housewares,8/20/2010,49754.17
Las Vegas,Electronics,8/20/2010,15412.44
Los Angeles,Furniture,8/20/2010,67235.4
Los Angeles,Housewares,8/20/2010,69472.79
Los Angeles,Electronics,8/20/2010,22920.64
Los Angeles,Shoes,8/20/2010,29596.98
Los Angeles,Jewelry,8/20/2010,50224.42
Los Angeles,Outdoor,8/20/2010,5654.59
Los Angeles,Clothing,8/20/2010,22126.52
Los Angeles,Toys,8/20/2010,53779.81
Seattle,Outdoor,8/20/2010,6001.02
Seattle,Jewelry,8/20/2010,57022.55
Seattle,Toys,8/20/2010,56995.29
Seattle,Housewares,8/20/2010,99771.88
Seattle,Shoes,8/20/2010,30029.99
Seattle,Electronics,8/20/2010,31454.13
Seattle,Furniture,8/20/2010,76740.18
Seattle,Clothing,8/20/2010,27077.42
Buffalo,Clothing,8/27/2010,3917.19
Buffalo,Housewares,8/27/2010,15567.78
Buffalo,Toys,8/27/2010,6565.03
Buffalo,Shoes,8/27/2010,7073.77
Buffalo,Jewelry,8/27/2010,7741.92
Buffalo,Electronics,8/27/2010,4945.21
Buffalo,Furniture,8/27/2010,15065.52
Buffalo,Outdoor,8/27/2010,1042.06
Las Vegas,Jewelry,8/27/2010,36404.6
Las Vegas,Toys,8/27/2010,31272.68
Las Vegas,Housewares,8/27/2010,49623.53
Las Vegas,Electronics,8/27/2010,13570.32
Las Vegas,Clothing,8/27/2010,15793.87
Las Vegas,Furniture,8/27/2010,51159.17
Las Vegas,Shoes,8/27/2010,16309.44
Las Vegas,Outdoor,8/27/2010,3389.29
Los Angeles,Shoes,8/27/2010,25264.69
Los Angeles,Furniture,8/27/2010,66752.04
Los Angeles,Outdoor,8/27/2010,4855.07
Los Angeles,Electronics,8/27/2010,20008.17
Los Angeles,Housewares,8/27/2010,69300.7
Los Angeles,Toys,8/27/2010,52400.46
Los Angeles,Jewelry,8/27/2010,45934.74
Los Angeles,Clothing,8/27/2010,21264.66
Seattle,Shoes,8/27/2010,36913.1
Seattle,Furniture,8/27/2010,39983.26
Seattle,Toys,8/27/2010,58526.02
Seattle,Outdoor,8/27/2010,7223.49
Seattle,Housewares,8/27/2010,87362.54
Seattle,Clothing,8/27/2010,28044.57
Seattle,Jewelry,8/27/2010,52712.01
Seattle,Electronics,8/27/2010,33656.15
Buffalo,Outdoor,9/4/2010,2066.34
Buffalo,Housewares,9/4/2010,14848.71
Buffalo,Jewelry,9/4/2010,8025.03
Buffalo,Clothing,9/4/2010,8316.05
Buffalo,Furniture,9/4/2010,3353.84
Buffalo,Shoes,9/4/2010,6512.22
Buffalo,Toys,9/4/2010,8262.93
Buffalo,Electronics,9/4/2010,7638.83
Las Vegas,Housewares,9/4/2010,46549.73
Las Vegas,Shoes,9/4/2010,20516.64
Las Vegas,Furniture,9/4/2010,10179.29
Las Vegas,Electronics,9/4/2010,18516.45
Las Vegas,Toys,9/4/2010,34145.96
Las Vegas,Jewelry,9/4/2010,36174.43
Las Vegas,Clothing,9/4/2010,42960.91
Las Vegas,Outdoor,9/4/2010,4428.8
Los Angeles,Outdoor,9/4/2010,5978.04
Los Angeles,Clothing,9/4/2010,66560
Los Angeles,Electronics,9/4/2010,28514.81
Los Angeles,Housewares,9/4/2010,64295.22
Los Angeles,Shoes,9/4/2010,32545.6
Los Angeles,Furniture,9/4/2010,12873.09
Los Angeles,Jewelry,9/4/2010,45280.89
Los Angeles,Toys,9/4/2010,57612.62
Seattle,Toys,9/4/2010,58908.32
Seattle,Furniture,9/4/2010,11584.81
Seattle,Housewares,9/4/2010,76007.75
Seattle,Clothing,9/4/2010,56416.66
Seattle,Jewelry,9/4/2010,49746.01
Seattle,Outdoor,9/4/2010,8043.54
Seattle,Electronics,9/4/2010,37779.66
Seattle,Shoes,9/4/2010,34195.53
Buffalo,Jewelry,9/7/2010,8636.49
Buffalo,Clothing,9/7/2010,4544.62
Buffalo,Furniture,9/7/2010,4657.49
Buffalo,Outdoor,9/7/2010,716.34
Buffalo,Housewares,9/7/2010,15093.18
Buffalo,Electronics,9/7/2010,8787.98
Buffalo,Toys,9/7/2010,7962.33
Buffalo,Shoes,9/7/2010,7419.46
Las Vegas,Housewares,9/7/2010,46752.12
Las Vegas,Electronics,9/7/2010,20249.54
Las Vegas,Shoes,9/7/2010,22767.34
Las Vegas,Toys,9/7/2010,34721.25
Las Vegas,Furniture,9/7/2010,8112.67
Las Vegas,Jewelry,9/7/2010,39781.45
Las Vegas,Clothing,9/7/2010,17688.76
Las Vegas,Outdoor,9/7/2010,4986.25
Los Angeles,Jewelry,9/7/2010,47787.07
Los Angeles,Clothing,9/7/2010,23707.54
Los Angeles,Shoes,9/7/2010,34549.92
Los Angeles,Furniture,9/7/2010,13839.77
Los Angeles,Toys,9/7/2010,57010.13
Los Angeles,Housewares,9/7/2010,66045.13
Los Angeles,Electronics,9/7/2010,25088.27
Los Angeles,Outdoor,9/7/2010,8004.37
Seattle,Jewelry,9/7/2010,54750.48
Seattle,Furniture,9/7/2010,11614.2
Seattle,Toys,9/7/2010,63423.92
Seattle,Outdoor,9/7/2010,7827.51
Seattle,Housewares,9/7/2010,81534.25
Seattle,Clothing,9/7/2010,26687.61
Seattle,Electronics,9/7/2010,36760.05
Seattle,Shoes,9/7/2010,40817.35
Buffalo,Shoes,9/17/2010,6604.18
Buffalo,Clothing,9/17/2010,5833.23
Buffalo,Electronics,9/17/2010,5754.92
Buffalo,Jewelry,9/17/2010,7153.75
Buffalo,Outdoor,9/17/2010,1628.42
Buffalo,Housewares,9/17/2010,14294.92
Buffalo,Toys,9/17/2010,7709.75
Buffalo,Furniture,9/17/2010,3116.79
Las Vegas,Electronics,9/17/2010,15862.61
Las Vegas,Shoes,9/17/2010,17397.01
Las Vegas,Housewares,9/17/2010,44681.64
Las Vegas,Toys,9/17/2010,33762.32
Las Vegas,Outdoor,9/17/2010,4492.88
Las Vegas,Furniture,9/17/2010,10722.46
Las Vegas,Jewelry,9/17/2010,33999.01
Las Vegas,Clothing,9/17/2010,19354.23
Los Angeles,Electronics,9/17/2010,21767.57
Los Angeles,Housewares,9/17/2010,64649.52
Los Angeles,Shoes,9/17/2010,26473.56
Los Angeles,Clothing,9/17/2010,26266.39
Los Angeles,Toys,9/17/2010,55673.16
Los Angeles,Outdoor,9/17/2010,7218.06
Los Angeles,Jewelry,9/17/2010,43583.12
Los Angeles,Furniture,9/17/2010,14566.42
Seattle,Toys,9/17/2010,61297.48
Seattle,Furniture,9/17/2010,13081.31
Seattle,Electronics,9/17/2010,34895.21
Seattle,Shoes,9/17/2010,35747.58
Seattle,Clothing,9/17/2010,33298.06
Seattle,Housewares,9/17/2010,89875.27
Seattle,Jewelry,9/17/2010,54102.43
Seattle,Outdoor,9/17/2010,7738.8
Buffalo,Shoes,9/24/2010,6937.11
Buffalo,Toys,9/24/2010,7912.14
Buffalo,Clothing,9/24/2010,5855.34
Buffalo,Housewares,9/24/2010,14200.47
Buffalo,Electronics,9/24/2010,6696.03
Buffalo,Outdoor,9/24/2010,1337.94
Buffalo,Furniture,9/24/2010,4106.96
Buffalo,Jewelry,9/24/2010,7111.15
Las Vegas,Clothing,9/24/2010,18122.52
Las Vegas,Outdoor,9/24/2010,4601.39
Las Vegas,Jewelry,9/24/2010,32497.43
Las Vegas,Shoes,9/24/2010,18227.39
Las Vegas,Housewares,9/24/2010,42477.49
Las Vegas,Electronics,9/24/2010,17039.38
Las Vegas,Furniture,9/24/2010,8097.92
Las Vegas,Toys,9/24/2010,31381.97
Los Angeles,Jewelry,9/24/2010,43343.92
Los Angeles,Outdoor,9/24/2010,7809.65
Los Angeles,Toys,9/24/2010,54894.49
Los Angeles,Housewares,9/24/2010,65789.27
Los Angeles,Shoes,9/24/2010,26189.63
Los Angeles,Clothing,9/24/2010,26127.76
Los Angeles,Electronics,9/24/2010,23831.77
Los Angeles,Furniture,9/24/2010,12302.36
Seattle,Housewares,9/24/2010,85159.65
Seattle,Outdoor,9/24/2010,7367.9
Seattle,Clothing,9/24/2010,32211.3
Seattle,Electronics,9/24/2010,34085.24
Seattle,Shoes,9/24/2010,31466.3
Seattle,Jewelry,9/24/2010,52942.57
Seattle,Furniture,9/24/2010,13027.88
Seattle,Toys,9/24/2010,61292.91
Buffalo,Furniture,10/9/2010,3546.95
Buffalo,Shoes,10/9/2010,7228.39
Buffalo,Electronics,10/9/2010,5868.25
Buffalo,Jewelry,10/9/2010,8274.25
Buffalo,Housewares,10/9/2010,14946.42
Buffalo,Outdoor,10/9/2010,877.32
Buffalo,Clothing,10/9/2010,5184.6
Buffalo,Toys,10/9/2010,6999.09
Las Vegas,Furniture,10/9/2010,12134.69
Las Vegas,Clothing,10/9/2010,18194.74
Las Vegas,Outdoor,10/9/2010,4432.69
Las Vegas,Jewelry,10/9/2010,36603.78
Las Vegas,Electronics,10/9/2010,17776.56
Las Vegas,Toys,10/9/2010,32737.89
Las Vegas,Shoes,10/9/2010,20824.49
Las Vegas,Housewares,10/9/2010,45182.5
Los Angeles,Furniture,10/9/2010,16018.45
Los Angeles,Shoes,10/9/2010,30132.5
Los Angeles,Toys,10/9/2010,56459.59
Los Angeles,Clothing,10/9/2010,25710.17
Los Angeles,Outdoor,10/9/2010,6567.2
Los Angeles,Housewares,10/9/2010,65663.65
Los Angeles,Electronics,10/9/2010,21516.68
Los Angeles,Jewelry,10/9/2010,45649
Seattle,Outdoor,10/9/2010,7104.55
Seattle,Furniture,10/9/2010,13155.89
Seattle,Shoes,10/9/2010,35713.93
Seattle,Jewelry,10/9/2010,54140.32
Seattle,Clothing,10/9/2010,33641.04
Seattle,Housewares,10/9/2010,87384.43
Seattle,Toys,10/9/2010,61744.33
Seattle,Electronics,10/9/2010,31292.37
Buffalo,Housewares,10/12/2010,14645.35
Buffalo,Electronics,10/12/2010,17023.25
Buffalo,Clothing,10/12/2010,9361.27
Buffalo,Outdoor,10/12/2010,3436.9
Buffalo,Toys,10/12/2010,7653.26
Buffalo,Jewelry,10/12/2010,7992.26
Buffalo,Furniture,10/12/2010,4251.07
Buffalo,Shoes,10/12/2010,23375.98
Las Vegas,Shoes,10/12/2010,63896.89
Las Vegas,Housewares,10/12/2010,46955.82
Las Vegas,Clothing,10/12/2010,31497.65
Las Vegas,Toys,10/12/2010,35188.54
Las Vegas,Furniture,10/12/2010,11219.78
Las Vegas,Electronics,10/12/2010,49517.17
Las Vegas,Jewelry,10/12/2010,36364.31
Las Vegas,Outdoor,10/12/2010,6440.06
Los Angeles,Outdoor,10/12/2010,11660.79
Los Angeles,Electronics,10/12/2010,76143.28
Los Angeles,Furniture,10/12/2010,16072.07
Los Angeles,Jewelry,10/12/2010,48045.66
Los Angeles,Clothing,10/12/2010,44451.34
Los Angeles,Shoes,10/12/2010,140504.01
Los Angeles,Toys,10/12/2010,59998.16
Los Angeles,Housewares,10/12/2010,66513.13
Seattle,Housewares,10/12/2010,94107.63
Seattle,Outdoor,10/12/2010,10873.42
Seattle,Toys,10/12/2010,65890.02
Seattle,Jewelry,10/12/2010,55596.4
Seattle,Shoes,10/12/2010,121861.67
Seattle,Furniture,10/12/2010,16006.33
Seattle,Electronics,10/12/2010,92877.69
Seattle,Clothing,10/12/2010,49875.17
Buffalo,Jewelry,10/15/2010,6863.46
Buffalo,Shoes,10/15/2010,6433.15
Buffalo,Furniture,10/15/2010,4271.04
Buffalo,Electronics,10/15/2010,6027.66
Buffalo,Outdoor,10/15/2010,1293.05
Buffalo,Housewares,10/15/2010,13618.05
Buffalo,Clothing,10/15/2010,7157.09
Buffalo,Toys,10/15/2010,7258.17
Las Vegas,Toys,10/15/2010,33747.68
Las Vegas,Electronics,10/15/2010,20443.05
Las Vegas,Housewares,10/15/2010,43110.79
Las Vegas,Jewelry,10/15/2010,34693.27
Las Vegas,Outdoor,10/15/2010,5024.04
Las Vegas,Clothing,10/15/2010,26978.34
Las Vegas,Shoes,10/15/2010,16296.65
Las Vegas,Furniture,10/15/2010,9735.73
Los Angeles,Furniture,10/15/2010,11490.78
Los Angeles,Clothing,10/15/2010,34924.59
Los Angeles,Shoes,10/15/2010,26440.36
Los Angeles,Electronics,10/15/2010,25431.82
Los Angeles,Outdoor,10/15/2010,4802.92
Los Angeles,Jewelry,10/15/2010,44807.3
Los Angeles,Toys,10/15/2010,56514.9
Los Angeles,Housewares,10/15/2010,63597.23
Seattle,Outdoor,10/15/2010,8482.13
Seattle,Housewares,10/15/2010,82889.69
Seattle,Toys,10/15/2010,63404.62
Seattle,Furniture,10/15/2010,11934.19
Seattle,Electronics,10/15/2010,43887.26
Seattle,Shoes,10/15/2010,34361.32
Seattle,Clothing,10/15/2010,42167.71
Seattle,Jewelry,10/15/2010,50525.31
Buffalo,Electronics,10/22/2010,6672.86
Buffalo,Outdoor,10/22/2010,2370.38
Buffalo,Housewares,10/22/2010,14729.64
Buffalo,Furniture,10/22/2010,4086.16
Buffalo,Clothing,10/22/2010,7665.09
Buffalo,Jewelry,10/22/2010,7078.53
Buffalo,Shoes,10/22/2010,6604.29
Buffalo,Toys,10/22/2010,8093.19
Las Vegas,Clothing,10/22/2010,25543.04
Las Vegas,Outdoor,10/22/2010,4291.27
Las Vegas,Jewelry,10/22/2010,32902.26
